image_id,dataset,case_name,domain,source_family,physical_group,category,delta_iou,baseline_iou,frangi_iou,historical_train_group,historical_validation_group
khanhha_original::CFD_109.jpg,khanhha_original,CFD_109.jpg,khanhha,CFD,khanhha::CFD_109,improved,0.019341089153925295,0.46742730953257267,0.48676839868649796,False,False
khanhha_original::CFD_111.jpg,khanhha_original,CFD_111.jpg,khanhha,CFD,khanhha::CFD_111,neutral,0.00752906814243387,0.44776119402985076,0.45529026217228463,False,False
khanhha_original::CFD_118.jpg,khanhha_original,CFD_118.jpg,khanhha,CFD,khanhha::CFD_118,neutral,-0.008902498162959793,0.39823008849557523,0.38932759033261544,False,False
khanhha_original::CRACK500_20160222_080933_361_1.jpg,khanhha_original,CRACK500_20160222_080933_361_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_080933,neutral,-0.00010340830077149032,0.8747228381374723,0.8746194298367008,True,True
khanhha_original::CRACK500_20160222_081031_641_361.jpg,khanhha_original,CRACK500_20160222_081031_641_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_081031,neutral,0.0009619976249003459,0.7775931886616135,0.7785551862865139,True,False
khanhha_original::CRACK500_20160222_081102_1921_721.jpg,khanhha_original,CRACK500_20160222_081102_1921_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_081102,neutral,-0.0073055137365258815,0.4749962680997164,0.4676907543631905,True,False
khanhha_original::CRACK500_20160222_081102_1_721.jpg,khanhha_original,CRACK500_20160222_081102_1_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_081102,neutral,-0.0035947712418300526,0.5826797385620915,0.5790849673202615,True,False
khanhha_original::CRACK500_20160222_081111_641_361.jpg,khanhha_original,CRACK500_20160222_081111_641_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_081111,neutral,0.00614970690744332,0.7124938108598778,0.7186435177673212,True,False
khanhha_original::CRACK500_20160222_081113_1921_721.jpg,khanhha_original,CRACK500_20160222_081113_1921_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_081113,neutral,-0.008104944479948029,0.618239380881189,0.610134436401241,True,False
khanhha_original::CRACK500_20160222_081839_1_721.jpg,khanhha_original,CRACK500_20160222_081839_1_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_081839,improved,0.048375252529158974,0.5945473610625656,0.6429226135917245,True,False
khanhha_original::CRACK500_20160222_081908_641_721.jpg,khanhha_original,CRACK500_20160222_081908_641_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_081908,neutral,0.00683319243217384,0.6617489270386266,0.6685821194708005,True,True
khanhha_original::CRACK500_20160222_114759_1921_361.jpg,khanhha_original,CRACK500_20160222_114759_1921_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_114759,improved,0.03158312674386332,0.623407521105142,0.6549906478490053,True,True
khanhha_original::CRACK500_20160222_114759_1921_721.jpg,khanhha_original,CRACK500_20160222_114759_1921_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_114759,degraded,-0.010292504796731938,0.7083906464924347,0.6980981416957027,True,True
khanhha_original::CRACK500_20160222_114759_641_361.jpg,khanhha_original,CRACK500_20160222_114759_641_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_114759,neutral,-0.0025862951923198985,0.6204417051874679,0.617855409995148,True,True
khanhha_original::CRACK500_20160222_115219_1281_721.jpg,khanhha_original,CRACK500_20160222_115219_1281_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115219,neutral,0.007898583617688026,0.5476342032675579,0.5555327868852459,True,False
khanhha_original::CRACK500_20160222_115224_1281_1081.jpg,khanhha_original,CRACK500_20160222_115224_1281_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115224,neutral,-0.0006356104599523071,0.7664694280078895,0.7658338175479372,True,True
khanhha_original::CRACK500_20160222_115224_1281_361.jpg,khanhha_original,CRACK500_20160222_115224_1281_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115224,improved,0.1829655373475993,0.2995471960989202,0.4825127334465195,True,True
khanhha_original::CRACK500_20160222_115305_1281_1081.jpg,khanhha_original,CRACK500_20160222_115305_1281_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115305,degraded,-0.013199091036578903,0.6094324896866986,0.5962333986501197,True,False
khanhha_original::CRACK500_20160222_115305_1921_361.jpg,khanhha_original,CRACK500_20160222_115305_1921_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115305,neutral,2.394671100591772e-05,0.646755921730175,0.646779868441181,True,False
khanhha_original::CRACK500_20160222_115305_641_1.jpg,khanhha_original,CRACK500_20160222_115305_641_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115305,neutral,0.009508648279501708,0.6560014141771257,0.6655100624566274,True,False
khanhha_original::CRACK500_20160222_115305_641_721.jpg,khanhha_original,CRACK500_20160222_115305_641_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115305,neutral,0.009855254814366665,0.5965024867639981,0.6063577415783648,True,False
khanhha_original::CRACK500_20160222_115324_1281_721.jpg,khanhha_original,CRACK500_20160222_115324_1281_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115324,neutral,1.965129010195188e-05,0.6549189596683,0.654938610958402,True,False
khanhha_original::CRACK500_20160222_115324_641_1081.jpg,khanhha_original,CRACK500_20160222_115324_641_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115324,improved,0.010278931513572287,0.5519491670959986,0.5622280986095709,True,False
khanhha_original::CRACK500_20160222_115519_641_721.jpg,khanhha_original,CRACK500_20160222_115519_641_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115519,neutral,0.009252529905114826,0.6875966594494278,0.6968491893545427,True,False
khanhha_original::CRACK500_20160222_115828_641_1.jpg,khanhha_original,CRACK500_20160222_115828_641_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115828,neutral,-0.0007437058390387108,0.6165183537263627,0.615774647887324,True,False
khanhha_original::CRACK500_20160222_115833_1921_1081.jpg,khanhha_original,CRACK500_20160222_115833_1921_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115833,degraded,-0.02954643761619813,0.6260715341412947,0.5965250965250966,True,False
khanhha_original::CRACK500_20160222_115833_641_361.jpg,khanhha_original,CRACK500_20160222_115833_641_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115833,neutral,-0.0066722173692509434,0.729787690328115,0.723115472958864,True,False
khanhha_original::CRACK500_20160222_115843_1281_361.jpg,khanhha_original,CRACK500_20160222_115843_1281_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115843,neutral,-0.0027310739605249656,0.6743476787529651,0.6716166047924401,True,False
khanhha_original::CRACK500_20160222_115847_1281_361.jpg,khanhha_original,CRACK500_20160222_115847_1281_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115847,improved,0.05206245830020473,0.6579536967886482,0.710016155088853,True,False
khanhha_original::CRACK500_20160222_115847_641_361.jpg,khanhha_original,CRACK500_20160222_115847_641_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_115847,neutral,-0.0036984666541647337,0.6826809015421115,0.6789824348879467,True,False
khanhha_original::CRACK500_20160222_163940_1281_1081.jpg,khanhha_original,CRACK500_20160222_163940_1281_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_163940,neutral,0.0026273373743493644,0.23952909214398913,0.2421564295183385,True,False
khanhha_original::CRACK500_20160222_163940_1_1081.jpg,khanhha_original,CRACK500_20160222_163940_1_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_163940,improved,0.023002302990627277,0.4576407987564271,0.4806431017470544,True,False
khanhha_original::CRACK500_20160222_163940_1_361.jpg,khanhha_original,CRACK500_20160222_163940_1_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_163940,improved,0.01229663818102339,0.31976428626812436,0.33206092444914775,True,False
khanhha_original::CRACK500_20160222_163940_641_1081.jpg,khanhha_original,CRACK500_20160222_163940_641_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_163940,neutral,-0.004835952160307633,0.43744464781248155,0.4326086956521739,True,False
khanhha_original::CRACK500_20160222_164141_1281_1.jpg,khanhha_original,CRACK500_20160222_164141_1281_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_164141,neutral,0.007611500665304027,0.5166285412634172,0.5242400419287212,True,True
khanhha_original::CRACK500_20160222_164141_1921_721.jpg,khanhha_original,CRACK500_20160222_164141_1921_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_164141,neutral,0.0045615023559186785,0.5335990888382688,0.5381605911941875,True,True
khanhha_original::CRACK500_20160222_164141_1_1081.jpg,khanhha_original,CRACK500_20160222_164141_1_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_164141,neutral,0.005561184828197452,0.6000880378562782,0.6056492226844756,True,True
khanhha_original::CRACK500_20160222_164822_1281_1.jpg,khanhha_original,CRACK500_20160222_164822_1281_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_164822,improved,0.07589851829447913,0.5587624584717608,0.6346609767662399,True,False
khanhha_original::CRACK500_20160222_164822_641_1.jpg,khanhha_original,CRACK500_20160222_164822_641_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_164822,neutral,-0.002708500202582842,0.7789681073759389,0.7762596071733561,True,False
khanhha_original::CRACK500_20160222_164822_641_361.jpg,khanhha_original,CRACK500_20160222_164822_641_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_164822,degraded,-0.022662628414447994,0.8281594571670907,0.8054968287526427,True,False
khanhha_original::CRACK500_20160222_164825_641_721.jpg,khanhha_original,CRACK500_20160222_164825_641_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_164825,degraded,-0.01936818986158606,0.7987429884436035,0.7793747985820174,True,False
khanhha_original::CRACK500_20160222_164851_641_1081.jpg,khanhha_original,CRACK500_20160222_164851_641_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_164851,degraded,-0.021629862786088805,0.6788708775852431,0.6572410147991543,True,True
khanhha_original::CRACK500_20160222_164936_641_361.jpg,khanhha_original,CRACK500_20160222_164936_641_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_164936,neutral,0.009644795777609683,0.4832073485790833,0.492852144356693,True,True
khanhha_original::CRACK500_20160222_165037_1921_361.jpg,khanhha_original,CRACK500_20160222_165037_1921_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165037,neutral,0.0007862018271812543,0.6250274906531779,0.6258136924803591,True,False
khanhha_original::CRACK500_20160222_165037_1_361.jpg,khanhha_original,CRACK500_20160222_165037_1_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165037,degraded,-0.014343786797223146,0.6850688816855753,0.6707250948883522,True,False
khanhha_original::CRACK500_20160222_165037_641_361.jpg,khanhha_original,CRACK500_20160222_165037_641_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165037,degraded,-0.011959217707517178,0.7178109151464689,0.7058516974389517,True,False
khanhha_original::CRACK500_20160222_165218_641_1.jpg,khanhha_original,CRACK500_20160222_165218_641_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165218,degraded,-0.017498028687858436,0.7148760330578512,0.6973780043699928,True,False
khanhha_original::CRACK500_20160222_165225_1281_721.jpg,khanhha_original,CRACK500_20160222_165225_1281_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165225,degraded,-0.040061003798613326,0.6076581576026637,0.5675971538040504,True,True
khanhha_original::CRACK500_20160222_165256_1281_1.jpg,khanhha_original,CRACK500_20160222_165256_1281_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165256,degraded,-0.04071848938722006,0.5120910384068279,0.47137254901960784,True,False
khanhha_original::CRACK500_20160222_165256_1281_721.jpg,khanhha_original,CRACK500_20160222_165256_1281_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165256,neutral,0.006418630627567146,0.48638400551533956,0.4928026361429067,True,False
khanhha_original::CRACK500_20160222_165256_641_1.jpg,khanhha_original,CRACK500_20160222_165256_641_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165256,degraded,-0.06224706393045032,0.5915985997666278,0.5293515358361774,True,False
khanhha_original::CRACK500_20160222_165715_1921_721.jpg,khanhha_original,CRACK500_20160222_165715_1921_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165715,improved,0.043239845400077526,0.46878547105561863,0.5120253164556962,True,False
khanhha_original::CRACK500_20160222_165909_1281_1081.jpg,khanhha_original,CRACK500_20160222_165909_1281_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165909,neutral,0.0028013090264542573,0.5381184103811841,0.5409197194076384,True,False
khanhha_original::CRACK500_20160222_165919_1_721.jpg,khanhha_original,CRACK500_20160222_165919_1_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165919,degraded,-0.038334200506370986,0.4644005512172715,0.4260663507109005,True,False
khanhha_original::CRACK500_20160222_165926_1281_721.jpg,khanhha_original,CRACK500_20160222_165926_1281_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165926,improved,0.011673620888921987,0.6009448818897638,0.6126185027786858,True,False
khanhha_original::CRACK500_20160222_165947_1921_721.jpg,khanhha_original,CRACK500_20160222_165947_1921_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165947,neutral,0.007266710293122758,0.5085501858736059,0.5158168961667287,True,False
khanhha_original::CRACK500_20160222_165951_1921_1.jpg,khanhha_original,CRACK500_20160222_165951_1921_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160222_165951,degraded,-0.0113611202113032,0.6895513965955046,0.6781902763842014,True,False
khanhha_original::CRACK500_20160225_114503_1_361.jpg,khanhha_original,CRACK500_20160225_114503_1_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160225_114503,neutral,-0.007975876445857843,0.5010545742156605,0.4930786977698026,True,True
khanhha_original::CRACK500_20160225_114514_721_1281.jpg,khanhha_original,CRACK500_20160225_114514_721_1281.jpg,khanhha,CRACK500,khanhha::CRACK500_20160225_114514,neutral,-0.002524753867855112,0.28719780676248235,0.28467305289462724,True,False
khanhha_original::CRACK500_20160225_114514_721_641.jpg,khanhha_original,CRACK500_20160225_114514_721_641.jpg,khanhha,CRACK500,khanhha::CRACK500_20160225_114514,neutral,0.005364123374558605,0.30053231481759946,0.30589643819215806,True,False
khanhha_original::CRACK500_20160225_114535_1281_1081.jpg,khanhha_original,CRACK500_20160225_114535_1281_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160225_114535,neutral,-0.0007598949426797508,0.28750937734433607,0.2867494824016563,True,False
khanhha_original::CRACK500_20160225_114535_1921_1081.jpg,khanhha_original,CRACK500_20160225_114535_1921_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160225_114535,degraded,-0.01579578012223337,0.5094651251429297,0.49366934502069637,True,False
khanhha_original::CRACK500_20160225_114535_1_1.jpg,khanhha_original,CRACK500_20160225_114535_1_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160225_114535,improved,0.01864269486277409,0.3477956613016095,0.3664383561643836,True,False
khanhha_original::CRACK500_20160302_155848_1281_361.jpg,khanhha_original,CRACK500_20160302_155848_1281_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160302_155848,degraded,-0.012014480546922446,0.8302518411701086,0.8182373606231862,True,False
khanhha_original::CRACK500_20160302_155848_1921_361.jpg,khanhha_original,CRACK500_20160302_155848_1921_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160302_155848,improved,0.012860525309887016,0.7270916334661355,0.7399521587760225,True,False
khanhha_original::CRACK500_20160302_155848_641_721.jpg,khanhha_original,CRACK500_20160302_155848_641_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160302_155848,neutral,0.007349725709829391,0.7217577706323687,0.7291074963421981,True,False
khanhha_original::CRACK500_20160302_155857_1281_1.jpg,khanhha_original,CRACK500_20160302_155857_1281_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160302_155857,degraded,-0.051270344574780025,0.543741935483871,0.49247159090909093,True,True
khanhha_original::CRACK500_20160302_155857_1_721.jpg,khanhha_original,CRACK500_20160302_155857_1_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160302_155857,neutral,-0.00785821072237003,0.7886922373446662,0.7808340266222962,True,True
khanhha_original::CRACK500_20160302_155914_1081_641.jpg,khanhha_original,CRACK500_20160302_155914_1081_641.jpg,khanhha,CRACK500,khanhha::CRACK500_20160302_155914,neutral,-0.0037528064072522294,0.13788819875776398,0.13413539235051175,True,True
khanhha_original::CRACK500_20160302_155919_1281_721.jpg,khanhha_original,CRACK500_20160302_155919_1281_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160302_155919,degraded,-0.03506311374787052,0.7841154261057174,0.7490523123578469,True,False
khanhha_original::CRACK500_20160302_155919_641_1.jpg,khanhha_original,CRACK500_20160302_155919_641_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160302_155919,neutral,0.003416753459715871,0.23780972332586867,0.24122647678558454,True,False
khanhha_original::CRACK500_20160302_155919_641_1081.jpg,khanhha_original,CRACK500_20160302_155919_641_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160302_155919,neutral,-0.007035707853531137,0.6150250995326294,0.6079893916790983,True,False
khanhha_original::CRACK500_20160302_155925_1281_361.jpg,khanhha_original,CRACK500_20160302_155925_1281_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160302_155925,degraded,-0.06929671261296821,0.685667955594362,0.6163712429813938,True,False
khanhha_original::CRACK500_20160302_155925_641_361.jpg,khanhha_original,CRACK500_20160302_155925_641_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160302_155925,degraded,-0.06246571100647247,0.5226130653266332,0.46014735432016074,True,False
khanhha_original::CRACK500_20160302_160033_641_361.jpg,khanhha_original,CRACK500_20160302_160033_641_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160302_160033,improved,0.013078326859679856,0.47668053426757173,0.4897588611272516,True,False
khanhha_original::CRACK500_20160303_091830_361_1281.jpg,khanhha_original,CRACK500_20160303_091830_361_1281.jpg,khanhha,CRACK500,khanhha::CRACK500_20160303_091830,neutral,-0.006788371892594847,0.6414141414141414,0.6346257695215466,True,False
khanhha_original::CRACK500_20160303_092627_641_721.jpg,khanhha_original,CRACK500_20160303_092627_641_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160303_092627,degraded,-0.022973215252707124,0.6829432943294329,0.6599700790767258,True,False
khanhha_original::CRACK500_20160303_092806_1281_721.jpg,khanhha_original,CRACK500_20160303_092806_1281_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160303_092806,degraded,-0.01557268757938124,0.736640175390518,0.7210674878111367,True,False
khanhha_original::CRACK500_20160303_092806_1_721.jpg,khanhha_original,CRACK500_20160303_092806_1_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160303_092806,neutral,-0.000251473845515493,0.6655725747629467,0.6653211009174312,True,False
khanhha_original::CRACK500_20160303_092839_1281_361.jpg,khanhha_original,CRACK500_20160303_092839_1281_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160303_092839,neutral,-0.008293654952810203,0.3032312925170068,0.2949376375641966,True,True
khanhha_original::CRACK500_20160303_092839_1281_721.jpg,khanhha_original,CRACK500_20160303_092839_1281_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160303_092839,neutral,-0.0034280189996103716,0.36363636363636365,0.3602083446367533,True,True
khanhha_original::CRACK500_20160303_092839_641_721.jpg,khanhha_original,CRACK500_20160303_092839_641_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160303_092839,neutral,-0.008605005360736495,0.3843216799904546,0.3757166746297181,True,True
khanhha_original::CRACK500_20160303_093353_1921_361.jpg,khanhha_original,CRACK500_20160303_093353_1921_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160303_093353,neutral,-0.001437022773841834,0.6405455777702473,0.6391085549964055,True,False
khanhha_original::CRACK500_20160303_093353_1921_721.jpg,khanhha_original,CRACK500_20160303_093353_1921_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160303_093353,neutral,0.006336870536183481,0.6554740406320542,0.6618109111682376,True,False
khanhha_original::CRACK500_20160303_093400_641_1.jpg,khanhha_original,CRACK500_20160303_093400_641_1.jpg,khanhha,CRACK500,khanhha::CRACK500_20160303_093400,neutral,0.005862352957169303,0.5773950156238091,0.5832573685809784,True,False
khanhha_original::CRACK500_20160303_093400_641_721.jpg,khanhha_original,CRACK500_20160303_093400_641_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160303_093400,improved,0.028690369568255214,0.45298646137509957,0.4816768309433548,True,False
khanhha_original::CRACK500_20160303_093527_1281_361.jpg,khanhha_original,CRACK500_20160303_093527_1281_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160303_093527,neutral,0.003971415438621562,0.5281527104355043,0.5321241258741258,True,False
khanhha_original::CRACK500_20160303_093537_1921_1081.jpg,khanhha_original,CRACK500_20160303_093537_1921_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160303_093537,improved,0.017134233512244856,0.57167543790747,0.5888096714197149,True,False
khanhha_original::CRACK500_20160306_103613_1_721.jpg,khanhha_original,CRACK500_20160306_103613_1_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_103613,neutral,-0.0035601228426450637,0.5632933302561736,0.5597332074135285,True,False
khanhha_original::CRACK500_20160306_103638_1921_1081.jpg,khanhha_original,CRACK500_20160306_103638_1921_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_103638,degraded,-0.016351092568537395,0.5546580506192784,0.538306958050741,True,False
khanhha_original::CRACK500_20160306_103638_1_361.jpg,khanhha_original,CRACK500_20160306_103638_1_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_103638,degraded,-0.03230210868138894,0.2624133148404993,0.23011120615911035,True,False
khanhha_original::CRACK500_20160306_103657_1921_721.jpg,khanhha_original,CRACK500_20160306_103657_1921_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_103657,improved,0.04039886970860718,0.23111896943672644,0.2715178391453336,True,True
khanhha_original::CRACK500_20160306_103657_641_721.jpg,khanhha_original,CRACK500_20160306_103657_641_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_103657,neutral,0.0014868002575559869,0.5509433962264151,0.5524301964839711,True,True
khanhha_original::CRACK500_20160306_103816_1_721.jpg,khanhha_original,CRACK500_20160306_103816_1_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_103816,neutral,0.0007023243978260263,0.48614696928827406,0.4868492936861001,True,False
khanhha_original::CRACK500_20160306_103830_1921_1081.jpg,khanhha_original,CRACK500_20160306_103830_1921_1081.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_103830,neutral,0.001354616901062089,0.6286339078981219,0.629988524799184,True,False
khanhha_original::CRACK500_20160306_103903_1281_361.jpg,khanhha_original,CRACK500_20160306_103903_1281_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_103903,degraded,-0.029524656837824015,0.7607142857142857,0.7311896288764617,True,False
khanhha_original::CRACK500_20160306_103903_641_361.jpg,khanhha_original,CRACK500_20160306_103903_641_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_103903,neutral,-0.00019401579864253282,0.8540097474523703,0.8538157316537278,True,False
khanhha_original::CRACK500_20160306_104522_1921_361.jpg,khanhha_original,CRACK500_20160306_104522_1921_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_104522,improved,0.028329987674852175,0.6651433319484836,0.6934733196233358,True,True
khanhha_original::CRACK500_20160306_104522_1921_721.jpg,khanhha_original,CRACK500_20160306_104522_1921_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_104522,neutral,-0.008529684452827868,0.6709677419354839,0.662438057482656,True,True
khanhha_original::CRACK500_20160306_104522_641_721.jpg,khanhha_original,CRACK500_20160306_104522_641_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_104522,neutral,0.005211423999176512,0.8982850794973269,0.9034965034965035,True,True
khanhha_original::CRACK500_20160306_104527_1921_721.jpg,khanhha_original,CRACK500_20160306_104527_1921_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_104527,neutral,0.00557606998591742,0.7556148172840536,0.761190887269971,True,False
khanhha_original::CRACK500_20160306_104527_641_361.jpg,khanhha_original,CRACK500_20160306_104527_641_361.jpg,khanhha,CRACK500,khanhha::CRACK500_20160306_104527,neutral,-0.0028831659863063352,0.8572566661980412,0.8543735002117349,True,False
khanhha_original::CRACK500_20160307_143827_1_721.jpg,khanhha_original,CRACK500_20160307_143827_1_721.jpg,khanhha,CRACK500,khanhha::CRACK500_20160307_143827,neutral,0.004311422141727361,0.3961556493202063,0.40046707146193367,False,False
