image_id,umap_1,umap_2
khanhha_original::CRACK500_20160316_143629_1281_721.jpg,6.3238487,1.584931
khanhha_original::CRACK500_20160316_143629_1921_721.jpg,6.357625,1.6286478
khanhha_original::CRACK500_20160316_144203_1281_721.jpg,8.211336,1.892272
khanhha_original::CRACK500_20160316_144212_1921_721.jpg,6.199971,1.7091857
khanhha_original::CRACK500_20160316_144212_641_721.jpg,7.9435306,1.9554881
khanhha_original::CRACK500_20160316_144230_641_1.jpg,7.375135,1.6861172
khanhha_original::CRACK500_20160316_144241_641_361.jpg,6.818102,1.7451084
khanhha_original::CRACK500_20160316_144431_641_1081.jpg,7.847028,1.9248505
khanhha_original::CRACK500_20160316_183217_1281_1.jpg,7.390878,1.5767497
khanhha_original::CRACK500_20160318_084343_1281_361.jpg,7.8766966,2.051851
khanhha_original::CRACK500_20160318_181602_1281_361.jpg,7.94119,1.5841079
khanhha_original::CRACK500_20160318_181627_1_721.jpg,7.5506787,2.016862
khanhha_original::CRACK500_20160318_181632_1_1.jpg,8.143574,1.6857399
khanhha_original::CRACK500_20160318_181632_1_361.jpg,6.3716836,1.5479791
khanhha_original::CRACK500_20160318_181632_641_1.jpg,6.4379463,1.5103539
khanhha_original::CRACK500_20160321_183951_1_361.jpg,8.220981,1.6840519
khanhha_original::CRACK500_20160321_185457_1281_1.jpg,7.3446336,1.708895
khanhha_original::CRACK500_20160321_185457_1921_1.jpg,7.4536347,1.8430434
khanhha_original::CRACK500_20160321_185518_1921_721.jpg,8.001832,1.857681
khanhha_original::CRACK500_20160321_185518_1_721.jpg,7.0927696,1.7096119
khanhha_original::CRACK500_20160321_185534_1281_721.jpg,8.151643,1.8923818
khanhha_original::CRACK500_20160321_185557_1_361.jpg,7.045714,1.6858262
khanhha_original::CRACK500_20160321_185557_641_721.jpg,8.1873665,1.8469944
khanhha_original::CRACK500_20160321_185637_1_1081.jpg,8.191976,1.9050976
khanhha_original::CRACK500_20160324_165857_1281_361.jpg,7.16104,2.3777518
khanhha_original::CRACK500_20160324_165857_641_361.jpg,7.1848693,2.3027146
khanhha_original::CRACK500_20160324_170309_641_1.jpg,7.106802,1.600961
khanhha_original::CRACK500_20160324_170309_641_361.jpg,6.8147163,1.7393948
khanhha_original::CRACK500_20160324_170309_641_721.jpg,6.734033,1.7251647
khanhha_original::CRACK500_20160324_170323_1_721.jpg,7.3530564,2.1386511
khanhha_original::CRACK500_20160324_170347_1281_361.jpg,6.951069,1.7444563
khanhha_original::CRACK500_20160324_170347_1281_721.jpg,6.852279,1.6917095
khanhha_original::CRACK500_20160324_170542_1_721.jpg,5.7117143,2.209102
khanhha_original::CRACK500_20160325_185829_641_361.jpg,7.4073315,1.8253623
khanhha_original::CRACK500_20160326_141812_1281_721.jpg,7.634576,1.9356083
khanhha_original::CRACK500_20160326_141812_1921_721.jpg,6.8838367,1.599262
khanhha_original::CRACK500_20160326_142309_1281_721.jpg,7.1843348,1.7566309
khanhha_original::CRACK500_20160326_142354_641_1081.jpg,7.222364,1.8392256
khanhha_original::CRACK500_20160326_142403_1921_361.jpg,6.111719,1.6805141
khanhha_original::CRACK500_20160326_150104_1921_361.jpg,6.0295997,1.8458456
khanhha_original::CRACK500_20160326_150104_1_361.jpg,6.319775,2.4861088
khanhha_original::CRACK500_20160326_162529_641_361.jpg,7.240519,1.5381633
khanhha_original::CRACK500_20160326_162532_1921_361.jpg,7.1380973,1.6153163
khanhha_original::CRACK500_20160326_162532_1_721.jpg,7.961207,1.9844381
khanhha_original::CRACK500_20160326_174634_1921_361.jpg,6.319689,1.7519321
khanhha_original::CRACK500_20160326_174634_641_721.jpg,7.12855,2.3885865
khanhha_original::CRACK500_20160328_150820_641_361.jpg,6.1322265,1.6153078
khanhha_original::CRACK500_20160328_150821_1281_361.jpg,7.985154,1.6235693
khanhha_original::CRACK500_20160328_150821_1_721.jpg,7.4158225,1.9651384
khanhha_original::CRACK500_20160328_150821_641_361.jpg,8.1381855,1.6687492
khanhha_original::CRACK500_20160328_150827_1281_1081.jpg,8.181596,1.9106002
khanhha_original::CRACK500_20160328_150927_1281_721.jpg,7.592688,2.147154
khanhha_original::CRACK500_20160328_150932_1921_361.jpg,7.506126,2.1183944
khanhha_original::CRACK500_20160328_150932_641_361.jpg,7.558324,1.9564514
khanhha_original::CRACK500_20160328_150933_1921_361.jpg,7.516171,2.2227974
khanhha_original::CRACK500_20160328_150940_1281_361.jpg,6.112576,1.6747875
khanhha_original::CRACK500_20160328_150940_1_1081.jpg,6.166518,1.7407213
khanhha_original::CRACK500_20160328_150940_641_1081.jpg,6.0835776,1.7065037
khanhha_original::CRACK500_20160328_150940_641_361.jpg,7.238405,2.1143868
khanhha_original::CRACK500_20160328_151013_361_1921.jpg,5.617271,2.7015994
khanhha_original::CRACK500_20160328_151020_641_721.jpg,7.3829894,2.1505795
khanhha_original::CRACK500_20160328_151027_1921_1.jpg,7.5061216,2.0884647
khanhha_original::CRACK500_20160328_151027_641_361.jpg,6.855682,1.8583158
khanhha_original::CRACK500_20160328_151056_1_361.jpg,6.965293,1.8364823
khanhha_original::CRACK500_20160328_151056_641_1081.jpg,6.802486,1.7442622
khanhha_original::CRACK500_20160328_151057_1281_721.jpg,7.535205,2.0544276
khanhha_original::CRACK500_20160328_151151_1921_721.jpg,7.274094,1.7379911
khanhha_original::CRACK500_20160328_151151_1_1.jpg,7.2614937,1.7735809
khanhha_original::CRACK500_20160328_151151_641_1081.jpg,6.4764757,1.5692441
khanhha_original::CRACK500_20160328_151151_641_361.jpg,7.233418,1.5461046
khanhha_original::CRACK500_20160328_151201_1281_721.jpg,8.26409,1.8045783
khanhha_original::CRACK500_20160328_151201_1_1.jpg,8.220552,1.7179866
khanhha_original::CRACK500_20160328_151241_1_1.jpg,6.2472277,1.5779433
khanhha_original::CRACK500_20160328_151241_641_721.jpg,7.688009,1.8649883
khanhha_original::CRACK500_20160328_151243_1_361.jpg,8.276687,1.7729092
khanhha_original::CRACK500_20160328_151244_1921_1081.jpg,6.459896,1.5459967
khanhha_original::CRACK500_20160328_151244_641_721.jpg,8.290571,1.6991688
khanhha_original::CRACK500_20160328_151247_641_1.jpg,6.873172,1.5759251
khanhha_original::CRACK500_20160328_151343_1281_1.jpg,6.585838,1.5821862
khanhha_original::CRACK500_20160328_151343_641_721.jpg,7.676257,1.8538021
khanhha_original::CRACK500_20160328_151355_1281_361.jpg,8.16317,1.8095906
khanhha_original::CRACK500_20160328_151355_641_721.jpg,7.7874475,1.8925433
khanhha_original::CRACK500_20160328_151409_1921_1081.jpg,7.3813434,1.8999003
khanhha_original::CRACK500_20160328_151413_1_361.jpg,8.112047,1.6602532
khanhha_original::CRACK500_20160328_151413_641_721.jpg,7.6995273,1.9529629
khanhha_original::CRACK500_20160328_151423_641_1081.jpg,7.622907,2.0264633
khanhha_original::CRACK500_20160328_151504_1_361.jpg,7.2477036,1.9951377
khanhha_original::CRACK500_20160328_151657_1281_1.jpg,6.0448856,1.7989391
khanhha_original::CRACK500_20160328_151657_1921_721.jpg,6.048494,1.7458305
khanhha_original::CRACK500_20160328_151657_1_361.jpg,6.913547,1.908774
khanhha_original::CRACK500_20160328_151657_641_361.jpg,6.711176,1.8001448
khanhha_original::CRACK500_20160328_151657_641_721.jpg,7.072802,1.9160682
khanhha_original::CRACK500_20160328_151728_1921_721.jpg,6.26323,1.5703537
khanhha_original::CRACK500_20160328_151808_1281_721.jpg,6.875185,1.5823109
khanhha_original::CRACK500_20160328_152022_1921_1.jpg,6.7702594,1.6214232
khanhha_original::CRACK500_20160328_152022_641_721.jpg,7.729891,1.9881952
khanhha_original::CRACK500_20160328_152305_1921_361.jpg,7.6632924,1.669989
khanhha_original::CRACK500_20160328_152308_1_361.jpg,7.736889,1.6150025
khanhha_original::CRACK500_20160328_152322_1281_721.jpg,6.4814587,1.6027606
khanhha_original::CRACK500_20160328_152322_1_721.jpg,6.486682,1.61965
khanhha_original::CRACK500_20160328_152328_1281_361.jpg,8.198416,1.7580019
khanhha_original::CRACK500_20160328_152328_1921_361.jpg,7.555679,2.0111911
khanhha_original::CRACK500_20160328_152328_641_361.jpg,6.6833253,1.5535682
khanhha_original::CRACK500_20160328_152511_1921_721.jpg,6.39598,1.5641605
khanhha_original::CRACK500_20160328_153020_1921_361.jpg,6.584038,1.5706881
khanhha_original::CRACK500_20160328_153241_1281_721.jpg,8.255291,1.8429624
khanhha_original::CRACK500_20160328_153327_1_721.jpg,7.9031224,1.8947748
khanhha_original::CRACK500_20160328_153357_1281_361.jpg,7.434858,1.9185693
khanhha_original::CRACK500_20160328_153357_641_1.jpg,7.62593,1.7519267
khanhha_original::CRACK500_20160328_153404_641_721.jpg,7.8609395,1.9919049
khanhha_original::CRACK500_20160328_153421_641_1.jpg,8.249876,1.8239355
khanhha_original::CRACK500_20160328_153524_641_361.jpg,8.036309,1.5887593
khanhha_original::CRACK500_20160328_153533_1281_1.jpg,7.8795614,1.6352873
khanhha_original::CRACK500_20160328_153533_1281_721.jpg,7.364314,1.6257492
khanhha_original::CRACK500_20160328_153533_1_1081.jpg,7.8372984,1.6422007
khanhha_original::CRACK500_20160328_153536_1281_1081.jpg,6.4478965,1.5124605
khanhha_original::CRACK500_20160328_153536_1_1081.jpg,6.2496767,1.5898335
khanhha_original::CRACK500_20160328_153536_641_1081.jpg,7.831965,1.579266
khanhha_original::CRACK500_20160328_153540_641_361.jpg,7.8302426,1.5966706
khanhha_original::CRACK500_20160328_153540_641_721.jpg,6.4362936,1.5174965
khanhha_original::CRACK500_20160328_153544_1_1081.jpg,7.4407873,2.008683
khanhha_original::CRACK500_20160328_153544_1_721.jpg,7.867232,1.6432315
khanhha_original::CRACK500_20160328_153548_1281_721.jpg,8.08506,1.8310057
khanhha_original::CRACK500_20160328_153548_1921_721.jpg,7.7657633,1.9267426
khanhha_original::CRACK500_20160328_153553_1281_721.jpg,7.7351007,1.8836106
khanhha_original::CRACK500_20160328_153556_1_361.jpg,7.755482,1.59896
khanhha_original::CRACK500_20160328_153559_1281_361.jpg,7.273972,1.6029981
khanhha_original::CRACK500_20160328_153559_1_361.jpg,8.26736,1.728375
khanhha_original::CRACK500_20160328_153604_1_361.jpg,7.610072,1.6692847
khanhha_original::CRACK500_20160328_153604_641_1.jpg,7.601031,1.674544
khanhha_original::CRACK500_20160328_153604_641_721.jpg,7.7235985,1.6317753
khanhha_original::CRACK500_20160328_153612_1281_1081.jpg,7.841305,1.939629
khanhha_original::CRACK500_20160328_153616_1281_361.jpg,8.03127,1.8593336
khanhha_original::CRACK500_20160328_153623_1_721.jpg,7.391046,1.846165
khanhha_original::CRACK500_20160328_153629_1921_361.jpg,8.017709,1.6112998
khanhha_original::CRACK500_20160328_153645_1_361.jpg,8.074051,1.6274054
khanhha_original::CRACK500_20160328_153657_1921_1081.jpg,7.292419,1.9018149
khanhha_original::CRACK500_20160328_153702_1281_721.jpg,6.2243137,1.6066784
khanhha_original::CRACK500_20160328_153702_1_1081.jpg,7.461408,1.6588887
khanhha_original::CRACK500_20160328_153706_1281_1.jpg,6.2610254,1.5489227
khanhha_original::CRACK500_20160328_153706_1281_1081.jpg,7.605341,1.6705387
khanhha_original::CRACK500_20160328_153706_1921_1.jpg,7.8547835,1.5937669
khanhha_original::CRACK500_20160328_153714_1_1.jpg,7.501953,1.6309148
khanhha_original::CRACK500_20160328_153714_1_1081.jpg,6.554574,1.588067
khanhha_original::CRACK500_20160328_153714_641_721.jpg,7.17691,1.6345147
khanhha_original::CRACK500_20160328_153718_1281_1.jpg,7.316797,1.687019
