image_id,umap_1,umap_2
khanhha_original::CRACK500_20160222_164141_1281_1.jpg,2.3913147,14.116842
khanhha_original::CRACK500_20160222_164141_1921_721.jpg,2.5551684,14.041842
khanhha_original::CRACK500_20160222_164141_1_1081.jpg,3.1276083,13.975224
khanhha_original::CRACK500_20160222_164822_1281_1.jpg,3.4851532,14.225508
khanhha_original::CRACK500_20160222_164822_641_1.jpg,3.4586904,14.202407
khanhha_original::CRACK500_20160222_164822_641_361.jpg,3.4653873,14.234782
khanhha_original::CRACK500_20160222_164825_641_721.jpg,3.0468576,14.145438
khanhha_original::CRACK500_20160222_164851_641_1081.jpg,3.3077888,14.2428055
khanhha_original::CRACK500_20160222_164936_641_361.jpg,3.3565807,14.378887
khanhha_original::CRACK500_20160222_165037_1921_361.jpg,3.4201424,14.198167
khanhha_original::CRACK500_20160222_165037_1_361.jpg,3.042888,14.294731
khanhha_original::CRACK500_20160222_165037_641_361.jpg,3.2537897,14.225717
khanhha_original::CRACK500_20160222_165218_641_1.jpg,3.4606876,14.151698
khanhha_original::CRACK500_20160222_165225_1281_721.jpg,3.4452858,14.12898
khanhha_original::CRACK500_20160222_165256_1281_1.jpg,3.4963632,14.15203
khanhha_original::CRACK500_20160222_165256_1281_721.jpg,3.1103673,14.040779
khanhha_original::CRACK500_20160222_165256_641_1.jpg,3.5041542,14.145077
khanhha_original::CRACK500_20160222_165715_1921_721.jpg,3.3105497,14.1163025
khanhha_original::CRACK500_20160222_165909_1281_1081.jpg,3.421927,14.127419
khanhha_original::CRACK500_20160222_165919_1_721.jpg,3.4353456,14.189703
khanhha_original::CRACK500_20160222_165926_1281_721.jpg,3.2264366,14.04806
khanhha_original::CRACK500_20160222_165947_1921_721.jpg,3.263651,14.047694
khanhha_original::CRACK500_20160222_165951_1921_1.jpg,3.099079,14.087578
khanhha_original::CRACK500_20160225_114503_1_361.jpg,3.0198057,14.009551
khanhha_original::CRACK500_20160225_114514_721_1281.jpg,2.8725035,14.161745
khanhha_original::CRACK500_20160225_114514_721_641.jpg,2.6691551,14.152381
khanhha_original::CRACK500_20160225_114535_1281_1081.jpg,3.4451785,14.337718
khanhha_original::CRACK500_20160225_114535_1921_1081.jpg,3.4686263,14.500427
khanhha_original::CRACK500_20160225_114535_1_1.jpg,3.496341,14.278055
khanhha_original::CRACK500_20160302_155848_1281_361.jpg,2.4803689,14.768463
khanhha_original::CRACK500_20160302_155848_1921_361.jpg,2.1804807,14.874227
khanhha_original::CRACK500_20160302_155848_641_721.jpg,2.3207636,14.743158
khanhha_original::CRACK500_20160302_155857_1281_1.jpg,2.9627635,14.967893
khanhha_original::CRACK500_20160302_155857_1_721.jpg,2.4389122,14.9997835
khanhha_original::CRACK500_20160302_155914_1081_641.jpg,2.8013647,14.841922
khanhha_original::CRACK500_20160302_155919_1281_721.jpg,3.0276768,13.860563
khanhha_original::CRACK500_20160302_155919_641_1.jpg,2.6995103,15.105623
khanhha_original::CRACK500_20160302_155919_641_1081.jpg,2.9158452,14.992652
khanhha_original::CRACK500_20160302_155925_1281_361.jpg,2.2954676,15.123243
khanhha_original::CRACK500_20160302_155925_641_361.jpg,3.2369335,14.920868
khanhha_original::CRACK500_20160302_160033_641_361.jpg,3.0298264,14.7393
khanhha_original::CRACK500_20160303_091830_361_1281.jpg,2.6799629,14.955991
khanhha_original::CRACK500_20160303_092627_641_721.jpg,2.9977987,14.8493185
khanhha_original::CRACK500_20160303_092806_1281_721.jpg,2.9852664,13.688804
khanhha_original::CRACK500_20160303_092806_1_721.jpg,3.0195515,13.782976
khanhha_original::CRACK500_20160303_092839_1281_361.jpg,2.92925,13.723864
khanhha_original::CRACK500_20160303_092839_1281_721.jpg,2.810128,13.782799
khanhha_original::CRACK500_20160303_092839_641_721.jpg,2.8210583,13.759014
khanhha_original::CRACK500_20160303_093353_1921_361.jpg,2.7410667,14.378809
khanhha_original::CRACK500_20160303_093353_1921_721.jpg,3.5211911,14.645089
khanhha_original::CRACK500_20160303_093400_641_1.jpg,3.2453945,14.475165
khanhha_original::CRACK500_20160303_093400_641_721.jpg,2.5651538,14.7032795
khanhha_original::CRACK500_20160303_093527_1281_361.jpg,2.319992,14.941574
khanhha_original::CRACK500_20160303_093537_1921_1081.jpg,2.955321,15.124062
khanhha_original::CRACK500_20160306_103613_1_721.jpg,2.8022554,14.834024
khanhha_original::CRACK500_20160306_103638_1921_1081.jpg,3.2123868,14.840275
khanhha_original::CRACK500_20160306_103638_1_361.jpg,3.3036058,14.682087
khanhha_original::CRACK500_20160306_103657_1921_721.jpg,2.3105056,14.929965
khanhha_original::CRACK500_20160306_103657_641_721.jpg,2.6880212,14.757533
khanhha_original::CRACK500_20160306_103816_1_721.jpg,2.2832186,15.001897
khanhha_original::CRACK500_20160306_103830_1921_1081.jpg,3.276498,14.977841
khanhha_original::CRACK500_20160306_103903_1281_361.jpg,3.303067,14.9182005
khanhha_original::CRACK500_20160306_103903_641_361.jpg,3.1083722,14.579532
khanhha_original::CRACK500_20160306_104522_1921_361.jpg,3.1225865,14.801454
khanhha_original::CRACK500_20160306_104522_1921_721.jpg,3.3793025,14.855672
khanhha_original::CRACK500_20160306_104522_641_721.jpg,2.9530299,14.783799
khanhha_original::CRACK500_20160306_104527_1921_721.jpg,2.16572,14.802513
khanhha_original::CRACK500_20160306_104527_641_361.jpg,2.5149777,14.704262
khanhha_original::CRACK500_20160307_143827_1_721.jpg,2.2769659,15.029933
khanhha_original::CRACK500_20160307_144115_1281_1.jpg,3.2193904,14.519313
khanhha_original::CRACK500_20160307_144150_1281_721.jpg,2.8074164,13.895462
khanhha_original::CRACK500_20160307_144150_641_361.jpg,2.796394,13.813588
khanhha_original::CRACK500_20160307_144202_1281_361.jpg,2.7848115,14.024399
khanhha_original::CRACK500_20160307_144202_1281_721.jpg,2.8205466,13.945244
khanhha_original::CRACK500_20160307_144842_1281_1.jpg,2.538825,15.125785
khanhha_original::CRACK500_20160307_144842_1281_1081.jpg,2.9181736,15.016324
khanhha_original::CRACK500_20160307_144916_1281_361.jpg,3.301161,14.812267
khanhha_original::CRACK500_20160307_144916_1921_721.jpg,2.5597963,14.740473
khanhha_original::CRACK500_20160307_144924_1281_361.jpg,3.2592118,14.840489
khanhha_original::CRACK500_20160307_144924_641_361.jpg,3.3902462,14.892671
khanhha_original::CRACK500_20160307_144931_1281_1.jpg,3.3644593,14.7717085
khanhha_original::CRACK500_20160307_144931_641_721.jpg,3.061881,14.986281
khanhha_original::CRACK500_20160307_145059_1921_361.jpg,9.646161,9.012336
khanhha_original::CRACK500_20160307_145107_1281_721.jpg,3.020533,13.723609
khanhha_original::CRACK500_20160307_145107_1_1.jpg,9.927532,8.829938
khanhha_original::CRACK500_20160307_145259_1921_721.jpg,3.2389526,14.020865
khanhha_original::CRACK500_20160307_145259_1_361.jpg,2.9954243,14.096893
khanhha_original::CRACK500_20160307_162438_1921_1081.jpg,3.1180422,14.187864
khanhha_original::CRACK500_20160307_162438_1921_721.jpg,2.8204105,14.254411
khanhha_original::CRACK500_20160307_163537_1281_721.jpg,3.2286646,14.481506
khanhha_original::CRACK500_20160307_163537_641_361.jpg,3.4807832,14.231228
khanhha_original::CRACK500_20160307_163537_641_721.jpg,2.5975711,14.339644
khanhha_original::CRACK500_20160307_163627_641_721.jpg,3.509158,14.676697
khanhha_original::CRACK500_20160307_163641_1921_361.jpg,2.708075,14.654036
khanhha_original::CRACK500_20160307_164214_1281_1081.jpg,3.1479278,14.029033
khanhha_original::CRACK500_20160307_164214_1_721.jpg,2.9270432,14.185738
khanhha_original::CRACK500_20160307_164226_1921_721.jpg,3.1274064,14.015086
khanhha_original::CRACK500_20160307_164226_1_721.jpg,2.8872478,14.226886
khanhha_original::CRACK500_20160307_164226_641_721.jpg,2.6840754,14.293448
khanhha_original::CRACK500_20160307_164301_641_361.jpg,2.862417,14.242883
khanhha_original::CRACK500_20160307_164334_641_1.jpg,3.5478253,14.478839
khanhha_original::CRACK500_20160307_164334_641_361.jpg,3.4102807,14.33153
khanhha_original::CRACK500_20160307_164400_641_1.jpg,3.3794174,14.222145
khanhha_original::CRACK500_20160307_164517_1921_361.jpg,3.232556,14.098659
khanhha_original::CRACK500_20160308_072824_641_1.jpg,3.3161693,14.723567
khanhha_original::CRACK500_20160308_072921_1281_1081.jpg,3.4293976,14.914346
khanhha_original::CRACK500_20160308_072921_1281_361.jpg,3.3855958,14.847224
khanhha_original::CRACK500_20160308_072921_641_1081.jpg,2.7406178,14.801686
khanhha_original::CRACK500_20160308_072921_641_721.jpg,2.958226,14.850672
khanhha_original::CRACK500_20160308_072951_641_721.jpg,2.207219,14.941553
khanhha_original::CRACK500_20160308_073014_1281_721.jpg,2.293713,14.694584
khanhha_original::CRACK500_20160308_073245_1_361.jpg,2.9202435,14.401831
khanhha_original::CRACK500_20160308_073245_641_1.jpg,3.4940088,14.55458
khanhha_original::CRACK500_20160308_073356_1281_1081.jpg,3.470071,14.539446
khanhha_original::CRACK500_20160308_073356_641_1.jpg,3.2877638,14.527194
khanhha_original::CRACK500_20160308_073406_641_721.jpg,3.0287385,14.475814
khanhha_original::CRACK500_20160308_073532_1_361.jpg,2.6843777,14.597939
khanhha_original::CRACK500_20160308_073736_1281_361.jpg,2.4676573,14.938756
khanhha_original::CRACK500_20160308_073736_641_721.jpg,2.9508495,15.004993
khanhha_original::CRACK500_20160308_074321_1921_361.jpg,3.4105136,14.94428
khanhha_original::CRACK500_20160308_074330_1921_721.jpg,2.541961,15.086974
khanhha_original::CRACK500_20160308_074702_1281_361.jpg,2.1837356,15.107888
khanhha_original::CRACK500_20160308_074702_1921_361.jpg,2.121331,15.083939
khanhha_original::CRACK500_20160308_074702_641_721.jpg,2.2726865,15.121061
khanhha_original::CRACK500_20160308_155720_1281_361.jpg,2.8775682,13.7766285
khanhha_original::CRACK500_20160308_155720_1_1.jpg,2.6886058,14.017493
khanhha_original::CRACK500_20160308_155720_641_721.jpg,2.7826445,13.837502
khanhha_original::CRACK500_20160308_155731_1281_1.jpg,2.8802543,13.796179
khanhha_original::CRACK500_20160308_155731_641_1081.jpg,2.874643,13.77238
khanhha_original::CRACK500_20160308_155737_1281_1.jpg,2.7916858,13.82531
khanhha_original::CRACK500_20160308_155737_1281_361.jpg,2.9288976,13.750041
khanhha_original::CRACK500_20160308_155737_1281_721.jpg,2.8969214,13.754097
khanhha_original::CRACK500_20160308_155737_1921_1.jpg,2.8781607,13.767296
khanhha_original::CRACK500_20160308_155737_1_1081.jpg,2.8408656,13.783252
khanhha_original::CRACK500_20160308_155737_641_721.jpg,2.9788113,13.640787
khanhha_original::CRACK500_20160308_155828_1281_721.jpg,3.2089624,14.052024
khanhha_original::CRACK500_20160308_155836_1921_361.jpg,3.534326,14.544776
khanhha_original::CRACK500_20160308_155836_1921_721.jpg,3.190805,14.159948
khanhha_original::CRACK500_20160308_160053_1_361.jpg,3.5060878,14.25141
khanhha_original::CRACK500_20160308_160128_641_361.jpg,3.1806214,14.39925
khanhha_original::CRACK500_20160308_160128_641_721.jpg,2.6908617,14.472949
khanhha_original::CRACK500_20160310_114418_641_361.jpg,3.1046066,14.296501
khanhha_original::CRACK500_20160310_114441_641_1.jpg,2.784078,14.507033
khanhha_original::CRACK500_20160310_114441_641_1081.jpg,2.6046271,14.72185
khanhha_original::CRACK500_20160310_114446_641_1081.jpg,2.9061687,14.421603
khanhha_original::CRACK500_20160310_114505_641_361.jpg,2.9170318,14.717412
khanhha_original::CRACK500_20160310_114658_641_721.jpg,3.3611012,14.440072
khanhha_original::CRACK500_20160316_141721_1_721.jpg,2.746764,14.404387
khanhha_original::CRACK500_20160316_141721_641_721.jpg,2.8171546,14.223606
khanhha_original::CRACK500_20160316_142009_1281_361.jpg,2.9805057,14.41508
khanhha_original::CRACK500_20160316_142009_1281_721.jpg,3.48554,14.747418
khanhha_original::CRACK500_20160316_142027_1281_721.jpg,3.3896856,14.553477
khanhha_original::CRACK500_20160316_142449_1_361.jpg,2.6000426,14.7857
khanhha_original::CRACK500_20160316_142539_1_721.jpg,2.8764727,14.80576
khanhha_original::CRACK500_20160316_143433_641_361.jpg,2.7721848,14.977752
khanhha_original::CRACK500_20160316_143445_1281_361.jpg,2.850028,14.910831
khanhha_original::CRACK500_20160316_143527_641_1.jpg,2.989771,15.000402
khanhha_original::CRACK500_20160316_143547_1281_1081.jpg,3.3401895,15.108263
khanhha_original::CRACK500_20160316_143603_1921_361.jpg,2.6625535,14.963034
khanhha_original::CRACK500_20160316_143624_1_641.jpg,2.5950043,14.989629
khanhha_original::CRACK500_20160316_143629_1281_721.jpg,3.430679,14.962522
khanhha_original::CRACK500_20160316_143629_1921_721.jpg,3.2815146,15.101338
khanhha_original::CRACK500_20160316_144203_1281_721.jpg,2.166931,14.7561655
khanhha_original::CRACK500_20160316_144212_1921_721.jpg,3.3530273,15.03731
khanhha_original::CRACK500_20160316_144212_641_721.jpg,2.6223943,14.958467
khanhha_original::CRACK500_20160316_144230_641_1.jpg,3.155944,15.0208645
khanhha_original::CRACK500_20160316_144241_641_361.jpg,3.2412155,15.082805
khanhha_original::CRACK500_20160316_144431_641_1081.jpg,2.396464,14.552359
khanhha_original::CRACK500_20160316_183217_1281_1.jpg,3.0805748,14.480794
khanhha_original::CRACK500_20160318_084343_1281_361.jpg,2.1415894,15.095205
khanhha_original::CRACK500_20160318_181602_1281_361.jpg,2.4568512,14.728801
khanhha_original::CRACK500_20160318_181627_1_721.jpg,2.4927027,14.720847
khanhha_original::CRACK500_20160318_181632_1_1.jpg,2.3972116,14.642398
khanhha_original::CRACK500_20160318_181632_1_361.jpg,3.4623017,14.84643
khanhha_original::CRACK500_20160318_181632_641_1.jpg,3.406145,14.942522
khanhha_original::CRACK500_20160321_183951_1_361.jpg,2.243425,14.569112
khanhha_original::CRACK500_20160321_185457_1281_1.jpg,2.8636549,15.045225
khanhha_original::CRACK500_20160321_185457_1921_1.jpg,2.7168057,15.059041
khanhha_original::CRACK500_20160321_185518_1921_721.jpg,2.4395938,15.05369
khanhha_original::CRACK500_20160321_185518_1_721.jpg,2.9259946,15.03905
khanhha_original::CRACK500_20160321_185534_1281_721.jpg,2.5046427,15.007747
khanhha_original::CRACK500_20160321_185557_1_361.jpg,2.7529044,15.084231
khanhha_original::CRACK500_20160321_185557_641_721.jpg,2.5762422,15.015482
khanhha_original::CRACK500_20160321_185637_1_1081.jpg,2.304531,15.027626
khanhha_original::CRACK500_20160324_165857_1281_361.jpg,2.8390849,13.925725
khanhha_original::CRACK500_20160324_165857_641_361.jpg,2.814081,13.847838
khanhha_original::CRACK500_20160324_170309_641_1.jpg,3.2716727,14.409594
khanhha_original::CRACK500_20160324_170309_641_361.jpg,3.468875,14.273546
khanhha_original::CRACK500_20160324_170309_641_721.jpg,3.4229643,14.207393
khanhha_original::CRACK500_20160324_170323_1_721.jpg,3.0331848,14.07124
khanhha_original::CRACK500_20160324_170347_1281_361.jpg,3.3840902,14.177756
khanhha_original::CRACK500_20160324_170347_1281_721.jpg,3.2616835,14.05277
khanhha_original::CRACK500_20160324_170542_1_721.jpg,3.0331712,13.731161
khanhha_original::CRACK500_20160325_185829_641_361.jpg,2.7964556,14.611978
khanhha_original::CRACK500_20160326_141812_1281_721.jpg,2.7703445,15.006271
khanhha_original::CRACK500_20160326_141812_1921_721.jpg,3.3390667,15.033165
khanhha_original::CRACK500_20160326_142309_1281_721.jpg,3.0264592,14.851706
khanhha_original::CRACK500_20160326_142354_641_1081.jpg,3.0780163,14.848793
khanhha_original::CRACK500_20160326_142403_1921_361.jpg,3.3890707,14.817552
khanhha_original::CRACK500_20160326_150104_1921_361.jpg,3.361009,14.854846
khanhha_original::CRACK500_20160326_150104_1_361.jpg,2.672878,14.853284
khanhha_original::CRACK500_20160326_162529_641_361.jpg,2.9334624,14.784103
khanhha_original::CRACK500_20160326_162532_1921_361.jpg,3.0786471,14.732552
khanhha_original::CRACK500_20160326_162532_1_721.jpg,2.283891,14.749676
khanhha_original::CRACK500_20160326_174634_1921_361.jpg,3.211821,15.07444
khanhha_original::CRACK500_20160326_174634_641_721.jpg,2.6948562,15.025495
khanhha_original::CRACK500_20160328_150820_641_361.jpg,3.5408082,14.602609
khanhha_original::CRACK500_20160328_150821_1281_361.jpg,2.6840014,14.499721
khanhha_original::CRACK500_20160328_150821_1_721.jpg,3.1802008,14.529014
khanhha_original::CRACK500_20160328_150821_641_361.jpg,2.551132,14.455936
khanhha_original::CRACK500_20160328_150827_1281_1081.jpg,2.6949,14.360728
khanhha_original::CRACK500_20160328_150927_1281_721.jpg,2.513825,14.644898
khanhha_original::CRACK500_20160328_150932_1921_361.jpg,2.4677033,14.937304
khanhha_original::CRACK500_20160328_150932_641_361.jpg,2.5915678,14.423776
khanhha_original::CRACK500_20160328_150933_1921_361.jpg,2.4473825,15.001921
khanhha_original::CRACK500_20160328_150940_1281_361.jpg,3.427757,14.736795
khanhha_original::CRACK500_20160328_150940_1_1081.jpg,3.2082467,14.676011
khanhha_original::CRACK500_20160328_150940_641_1081.jpg,3.3325095,14.638165
khanhha_original::CRACK500_20160328_150940_641_361.jpg,2.6200294,14.888288
khanhha_original::CRACK500_20160328_151013_361_1921.jpg,3.3908317,14.867188
khanhha_original::CRACK500_20160328_151020_641_721.jpg,2.788533,14.826434
khanhha_original::CRACK500_20160328_151027_1921_1.jpg,2.7334216,14.510382
khanhha_original::CRACK500_20160328_151027_641_361.jpg,3.0931294,14.151922
khanhha_original::CRACK500_20160328_151056_1_361.jpg,3.235644,14.248522
khanhha_original::CRACK500_20160328_151056_641_1081.jpg,3.4261258,14.306954
khanhha_original::CRACK500_20160328_151057_1281_721.jpg,2.600344,14.44205
khanhha_original::CRACK500_20160328_151151_1921_721.jpg,3.0381823,14.483433
khanhha_original::CRACK500_20160328_151151_1_1.jpg,3.1762338,14.539285
khanhha_original::CRACK500_20160328_151151_641_1081.jpg,3.5183156,14.605299
khanhha_original::CRACK500_20160328_151151_641_361.jpg,3.4334645,14.515988
khanhha_original::CRACK500_20160328_151201_1281_721.jpg,2.2032754,14.690257
khanhha_original::CRACK500_20160328_151201_1_1.jpg,2.3744397,14.581072
khanhha_original::CRACK500_20160328_151241_1_1.jpg,3.5131893,14.5734215
khanhha_original::CRACK500_20160328_151241_641_721.jpg,2.669158,14.565866
khanhha_original::CRACK500_20160328_151243_1_361.jpg,2.2601092,14.601829
khanhha_original::CRACK500_20160328_151244_1921_1081.jpg,3.4929779,14.577423
khanhha_original::CRACK500_20160328_151244_641_721.jpg,2.1796937,14.652258
khanhha_original::CRACK500_20160328_151247_641_1.jpg,3.525254,14.565259
khanhha_original::CRACK500_20160328_151343_1281_1.jpg,3.491028,14.592562
khanhha_original::CRACK500_20160328_151343_641_721.jpg,2.6912699,14.54615
khanhha_original::CRACK500_20160328_151355_1281_361.jpg,2.1569612,14.666089
khanhha_original::CRACK500_20160328_151355_641_721.jpg,2.6775644,14.50517
khanhha_original::CRACK500_20160328_151409_1921_1081.jpg,2.9947863,14.487154
khanhha_original::CRACK500_20160328_151413_1_361.jpg,2.6041954,14.398216
khanhha_original::CRACK500_20160328_151413_641_721.jpg,2.891352,14.34365
khanhha_original::CRACK500_20160328_151423_641_1081.jpg,2.7426693,14.6201725
khanhha_original::CRACK500_20160328_151504_1_361.jpg,3.2362943,14.604232
khanhha_original::CRACK500_20160328_151657_1281_1.jpg,3.445325,14.237277
khanhha_original::CRACK500_20160328_151657_1921_721.jpg,3.4333663,14.296058
khanhha_original::CRACK500_20160328_151657_1_361.jpg,2.9054713,14.166124
khanhha_original::CRACK500_20160328_151657_641_361.jpg,3.1996112,14.126893
khanhha_original::CRACK500_20160328_151657_641_721.jpg,2.6292691,14.258009
khanhha_original::CRACK500_20160328_151728_1921_721.jpg,3.5545824,14.651613
khanhha_original::CRACK500_20160328_151808_1281_721.jpg,3.4290588,14.63815
khanhha_original::CRACK500_20160328_152022_1921_1.jpg,3.4290402,14.65699
khanhha_original::CRACK500_20160328_152022_641_721.jpg,2.62522,14.641089
khanhha_original::CRACK500_20160328_152305_1921_361.jpg,2.6273172,14.9213295
khanhha_original::CRACK500_20160328_152308_1_361.jpg,2.518578,14.720998
khanhha_original::CRACK500_20160328_152322_1281_721.jpg,3.2456872,14.852519
khanhha_original::CRACK500_20160328_152322_1_721.jpg,3.317949,14.837492
khanhha_original::CRACK500_20160328_152328_1281_361.jpg,2.336374,14.640923
khanhha_original::CRACK500_20160328_152328_1921_361.jpg,2.6704667,14.802648
khanhha_original::CRACK500_20160328_152328_641_361.jpg,3.3488135,14.827092
khanhha_original::CRACK500_20160328_152511_1921_721.jpg,3.3397982,14.999872
khanhha_original::CRACK500_20160328_153020_1921_361.jpg,3.3995516,14.775613
khanhha_original::CRACK500_20160328_153241_1281_721.jpg,2.5735388,14.561262
khanhha_original::CRACK500_20160328_153327_1_721.jpg,2.5620105,14.655109
khanhha_original::CRACK500_20160328_153357_1281_361.jpg,2.9868517,14.811375
khanhha_original::CRACK500_20160328_153357_641_1.jpg,2.7474978,14.772958
khanhha_original::CRACK500_20160328_153404_641_721.jpg,2.4927907,14.42771
khanhha_original::CRACK500_20160328_153421_641_1.jpg,2.886635,14.467136
khanhha_original::CRACK500_20160328_153524_641_361.jpg,2.4515991,14.622478
khanhha_original::CRACK500_20160328_153533_1281_1.jpg,2.5115488,14.6541395
khanhha_original::CRACK500_20160328_153533_1281_721.jpg,2.5880644,14.669583
khanhha_original::CRACK500_20160328_153533_1_1081.jpg,2.3700664,14.684733
khanhha_original::CRACK500_20160328_153536_1281_1081.jpg,3.4695294,14.847479
khanhha_original::CRACK500_20160328_153536_1_1081.jpg,3.4098892,14.72924
khanhha_original::CRACK500_20160328_153536_641_1081.jpg,2.4466724,14.708811
khanhha_original::CRACK500_20160328_153540_641_361.jpg,3.0303183,14.769643
khanhha_original::CRACK500_20160328_153540_641_721.jpg,3.4656973,14.862769
khanhha_original::CRACK500_20160328_153544_1_1081.jpg,2.5930946,14.726642
khanhha_original::CRACK500_20160328_153544_1_721.jpg,2.4589345,14.672053
khanhha_original::CRACK500_20160328_153548_1281_721.jpg,2.4461973,14.629629
khanhha_original::CRACK500_20160328_153548_1921_721.jpg,3.006825,14.778103
khanhha_original::CRACK500_20160328_153553_1281_721.jpg,3.1776097,14.791767
khanhha_original::CRACK500_20160328_153556_1_361.jpg,3.1315985,14.471076
khanhha_original::CRACK500_20160328_153559_1281_361.jpg,3.327267,14.789882
khanhha_original::CRACK500_20160328_153559_1_361.jpg,2.3711941,14.582726
khanhha_original::CRACK500_20160328_153604_1_361.jpg,2.9631324,14.886126
khanhha_original::CRACK500_20160328_153604_641_1.jpg,3.2354705,14.770176
khanhha_original::CRACK500_20160328_153604_641_721.jpg,2.8430672,14.514929
khanhha_original::CRACK500_20160328_153612_1281_1081.jpg,2.6155927,14.714417
khanhha_original::CRACK500_20160328_153616_1281_361.jpg,2.4359,14.4880705
khanhha_original::CRACK500_20160328_153623_1_721.jpg,3.2561197,14.699934
khanhha_original::CRACK500_20160328_153629_1921_361.jpg,2.684611,14.339202
khanhha_original::CRACK500_20160328_153645_1_361.jpg,2.4623253,14.636928
khanhha_original::CRACK500_20160328_153657_1921_1081.jpg,3.1810727,14.800947
khanhha_original::CRACK500_20160328_153702_1281_721.jpg,3.501985,14.781256
khanhha_original::CRACK500_20160328_153702_1_1081.jpg,2.966381,14.607409
khanhha_original::CRACK500_20160328_153706_1281_1.jpg,3.5369625,14.695852
khanhha_original::CRACK500_20160328_153706_1281_1081.jpg,3.1042056,14.546964
khanhha_original::CRACK500_20160328_153706_1921_1.jpg,2.510729,14.620879
khanhha_original::CRACK500_20160328_153714_1_1.jpg,2.9970996,14.400218
khanhha_original::CRACK500_20160328_153714_1_1081.jpg,3.443414,14.659573
khanhha_original::CRACK500_20160328_153714_641_721.jpg,3.298546,14.420545
khanhha_original::CRACK500_20160328_153718_1281_1.jpg,3.2201114,14.765097
khanhha_original::CRACK500_20160328_153718_1921_1.jpg,3.251745,14.754739
khanhha_original::CRACK500_20160328_153724_1_1081.jpg,3.3628504,14.775354
khanhha_original::CRACK500_20160328_153724_641_721.jpg,2.550772,14.664179
khanhha_original::CRACK500_20160328_153813_1281_1081.jpg,2.7873173,14.428801
