image_id,physical_group,split,inner_fold,role
khanhha_original::CRACK500_20160307_163641_1921_361.jpg,khanhha::CRACK500_20160307_163641,cv0,0,train
khanhha_original::CRACK500_20160307_164334_641_1.jpg,khanhha::CRACK500_20160307_164334,cv0,0,train
khanhha_original::CRACK500_20160307_164334_641_361.jpg,khanhha::CRACK500_20160307_164334,cv0,0,train
khanhha_original::CRACK500_20160307_164517_1921_361.jpg,khanhha::CRACK500_20160307_164517,cv0,0,train
khanhha_original::CRACK500_20160308_072921_1281_1081.jpg,khanhha::CRACK500_20160308_072921,cv0,0,train
khanhha_original::CRACK500_20160308_072921_1281_361.jpg,khanhha::CRACK500_20160308_072921,cv0,0,train
khanhha_original::CRACK500_20160308_072921_641_1081.jpg,khanhha::CRACK500_20160308_072921,cv0,0,train
khanhha_original::CRACK500_20160308_072921_641_721.jpg,khanhha::CRACK500_20160308_072921,cv0,0,train
khanhha_original::CRACK500_20160308_073014_1281_721.jpg,khanhha::CRACK500_20160308_073014,cv0,0,train
khanhha_original::CRACK500_20160308_073406_641_721.jpg,khanhha::CRACK500_20160308_073406,cv0,0,train
khanhha_original::CRACK500_20160308_074321_1921_361.jpg,khanhha::CRACK500_20160308_074321,cv0,0,train
khanhha_original::CRACK500_20160308_074330_1921_721.jpg,khanhha::CRACK500_20160308_074330,cv0,0,train
khanhha_original::CRACK500_20160308_074702_1281_361.jpg,khanhha::CRACK500_20160308_074702,cv0,0,train
khanhha_original::CRACK500_20160308_074702_1921_361.jpg,khanhha::CRACK500_20160308_074702,cv0,0,train
khanhha_original::CRACK500_20160308_074702_641_721.jpg,khanhha::CRACK500_20160308_074702,cv0,0,train
khanhha_original::CRACK500_20160308_155720_1281_361.jpg,khanhha::CRACK500_20160308_155720,cv0,0,train
khanhha_original::CRACK500_20160308_155720_1_1.jpg,khanhha::CRACK500_20160308_155720,cv0,0,train
khanhha_original::CRACK500_20160308_155720_641_721.jpg,khanhha::CRACK500_20160308_155720,cv0,0,train
khanhha_original::CRACK500_20160308_155828_1281_721.jpg,khanhha::CRACK500_20160308_155828,cv0,0,train
khanhha_original::CRACK500_20160308_160053_1_361.jpg,khanhha::CRACK500_20160308_160053,cv0,0,train
khanhha_original::CRACK500_20160308_160128_641_361.jpg,khanhha::CRACK500_20160308_160128,cv0,0,train
khanhha_original::CRACK500_20160308_160128_641_721.jpg,khanhha::CRACK500_20160308_160128,cv0,0,train
khanhha_original::CRACK500_20160310_114418_641_361.jpg,khanhha::CRACK500_20160310_114418,cv0,0,train
khanhha_original::CRACK500_20160310_114446_641_1081.jpg,khanhha::CRACK500_20160310_114446,cv0,0,train
khanhha_original::CRACK500_20160316_141721_1_721.jpg,khanhha::CRACK500_20160316_141721,cv0,0,train
khanhha_original::CRACK500_20160316_141721_641_721.jpg,khanhha::CRACK500_20160316_141721,cv0,0,train
khanhha_original::CRACK500_20160316_142009_1281_361.jpg,khanhha::CRACK500_20160316_142009,cv0,0,train
khanhha_original::CRACK500_20160316_142009_1281_721.jpg,khanhha::CRACK500_20160316_142009,cv0,0,train
khanhha_original::CRACK500_20160316_142027_1281_721.jpg,khanhha::CRACK500_20160316_142027,cv0,0,train
khanhha_original::CRACK500_20160316_142539_1_721.jpg,khanhha::CRACK500_20160316_142539,cv0,0,train
khanhha_original::CRACK500_20160316_143527_641_1.jpg,khanhha::CRACK500_20160316_143527,cv0,0,train
khanhha_original::CRACK500_20160316_143547_1281_1081.jpg,khanhha::CRACK500_20160316_143547,cv0,0,train
khanhha_original::CRACK500_20160316_143603_1921_361.jpg,khanhha::CRACK500_20160316_143603,cv0,0,train
khanhha_original::CRACK500_20160316_143624_1_641.jpg,khanhha::CRACK500_20160316_143624,cv0,0,train
khanhha_original::CRACK500_20160316_143629_1281_721.jpg,khanhha::CRACK500_20160316_143629,cv0,0,train
khanhha_original::CRACK500_20160316_143629_1921_721.jpg,khanhha::CRACK500_20160316_143629,cv0,0,train
khanhha_original::CRACK500_20160316_144212_1921_721.jpg,khanhha::CRACK500_20160316_144212,cv0,0,train
khanhha_original::CRACK500_20160316_144212_641_721.jpg,khanhha::CRACK500_20160316_144212,cv0,0,train
khanhha_original::CRACK500_20160316_144230_641_1.jpg,khanhha::CRACK500_20160316_144230,cv0,0,train
khanhha_original::CRACK500_20160316_144241_641_361.jpg,khanhha::CRACK500_20160316_144241,cv0,0,train
khanhha_original::CRACK500_20160316_183217_1281_1.jpg,khanhha::CRACK500_20160316_183217,cv0,0,train
khanhha_original::CRACK500_20160318_084343_1281_361.jpg,khanhha::CRACK500_20160318_084343,cv0,0,train
khanhha_original::CRACK500_20160321_185457_1281_1.jpg,khanhha::CRACK500_20160321_185457,cv0,0,train
khanhha_original::CRACK500_20160321_185457_1921_1.jpg,khanhha::CRACK500_20160321_185457,cv0,0,train
khanhha_original::CRACK500_20160321_185557_1_361.jpg,khanhha::CRACK500_20160321_185557,cv0,0,train
khanhha_original::CRACK500_20160321_185557_641_721.jpg,khanhha::CRACK500_20160321_185557,cv0,0,train
khanhha_original::CRACK500_20160321_185637_1_1081.jpg,khanhha::CRACK500_20160321_185637,cv0,0,train
khanhha_original::CRACK500_20160324_170323_1_721.jpg,khanhha::CRACK500_20160324_170323,cv0,0,train
khanhha_original::CRACK500_20160324_170347_1281_361.jpg,khanhha::CRACK500_20160324_170347,cv0,0,train
khanhha_original::CRACK500_20160324_170347_1281_721.jpg,khanhha::CRACK500_20160324_170347,cv0,0,train
khanhha_original::CRACK500_20160324_170542_1_721.jpg,khanhha::CRACK500_20160324_170542,cv0,0,train
khanhha_original::CRACK500_20160325_185829_641_361.jpg,khanhha::CRACK500_20160325_185829,cv0,0,train
khanhha_original::CRACK500_20160326_142403_1921_361.jpg,khanhha::CRACK500_20160326_142403,cv0,0,train
khanhha_original::CRACK500_20160326_174634_1921_361.jpg,khanhha::CRACK500_20160326_174634,cv0,0,train
khanhha_original::CRACK500_20160326_174634_641_721.jpg,khanhha::CRACK500_20160326_174634,cv0,0,train
khanhha_original::CRACK500_20160328_150827_1281_1081.jpg,khanhha::CRACK500_20160328_150827,cv0,0,train
khanhha_original::CRACK500_20160328_150927_1281_721.jpg,khanhha::CRACK500_20160328_150927,cv0,0,train
khanhha_original::CRACK500_20160328_150940_1281_361.jpg,khanhha::CRACK500_20160328_150940,cv0,0,train
khanhha_original::CRACK500_20160328_150940_1_1081.jpg,khanhha::CRACK500_20160328_150940,cv0,0,train
khanhha_original::CRACK500_20160328_150940_641_1081.jpg,khanhha::CRACK500_20160328_150940,cv0,0,train
khanhha_original::CRACK500_20160328_150940_641_361.jpg,khanhha::CRACK500_20160328_150940,cv0,0,train
khanhha_original::CRACK500_20160328_151056_1_361.jpg,khanhha::CRACK500_20160328_151056,cv0,0,train
khanhha_original::CRACK500_20160328_151056_641_1081.jpg,khanhha::CRACK500_20160328_151056,cv0,0,train
khanhha_original::CRACK500_20160328_151057_1281_721.jpg,khanhha::CRACK500_20160328_151057,cv0,0,train
khanhha_original::CRACK500_20160328_151151_1921_721.jpg,khanhha::CRACK500_20160328_151151,cv0,0,train
khanhha_original::CRACK500_20160328_151151_1_1.jpg,khanhha::CRACK500_20160328_151151,cv0,0,train
khanhha_original::CRACK500_20160328_151151_641_1081.jpg,khanhha::CRACK500_20160328_151151,cv0,0,train
khanhha_original::CRACK500_20160328_151151_641_361.jpg,khanhha::CRACK500_20160328_151151,cv0,0,train
khanhha_original::CRACK500_20160328_151241_1_1.jpg,khanhha::CRACK500_20160328_151241,cv0,0,train
khanhha_original::CRACK500_20160328_151241_641_721.jpg,khanhha::CRACK500_20160328_151241,cv0,0,train
khanhha_original::CRACK500_20160328_151243_1_361.jpg,khanhha::CRACK500_20160328_151243,cv0,0,train
khanhha_original::CRACK500_20160328_151244_1921_1081.jpg,khanhha::CRACK500_20160328_151244,cv0,0,train
khanhha_original::CRACK500_20160328_151244_641_721.jpg,khanhha::CRACK500_20160328_151244,cv0,0,train
khanhha_original::CRACK500_20160328_151247_641_1.jpg,khanhha::CRACK500_20160328_151247,cv0,0,train
khanhha_original::CRACK500_20160328_151409_1921_1081.jpg,khanhha::CRACK500_20160328_151409,cv0,0,train
khanhha_original::CRACK500_20160328_151423_641_1081.jpg,khanhha::CRACK500_20160328_151423,cv0,0,train
khanhha_original::CRACK500_20160328_151657_1281_1.jpg,khanhha::CRACK500_20160328_151657,cv0,0,train
khanhha_original::CRACK500_20160328_151657_1921_721.jpg,khanhha::CRACK500_20160328_151657,cv0,0,train
khanhha_original::CRACK500_20160328_151657_1_361.jpg,khanhha::CRACK500_20160328_151657,cv0,0,train
khanhha_original::CRACK500_20160328_151657_641_361.jpg,khanhha::CRACK500_20160328_151657,cv0,0,train
khanhha_original::CRACK500_20160328_151657_641_721.jpg,khanhha::CRACK500_20160328_151657,cv0,0,train
khanhha_original::CRACK500_20160328_151728_1921_721.jpg,khanhha::CRACK500_20160328_151728,cv0,0,train
khanhha_original::CRACK500_20160328_152305_1921_361.jpg,khanhha::CRACK500_20160328_152305,cv0,0,train
khanhha_original::CRACK500_20160328_152308_1_361.jpg,khanhha::CRACK500_20160328_152308,cv0,0,train
khanhha_original::CRACK500_20160328_152322_1281_721.jpg,khanhha::CRACK500_20160328_152322,cv0,0,train
khanhha_original::CRACK500_20160328_152322_1_721.jpg,khanhha::CRACK500_20160328_152322,cv0,0,train
khanhha_original::CRACK500_20160328_152511_1921_721.jpg,khanhha::CRACK500_20160328_152511,cv0,0,train
khanhha_original::CRACK500_20160328_153241_1281_721.jpg,khanhha::CRACK500_20160328_153241,cv0,0,train
khanhha_original::CRACK500_20160328_153327_1_721.jpg,khanhha::CRACK500_20160328_153327,cv0,0,train
khanhha_original::CRACK500_20160328_153404_641_721.jpg,khanhha::CRACK500_20160328_153404,cv0,0,train
khanhha_original::CRACK500_20160328_153533_1281_1.jpg,khanhha::CRACK500_20160328_153533,cv0,0,train
khanhha_original::CRACK500_20160328_153533_1281_721.jpg,khanhha::CRACK500_20160328_153533,cv0,0,train
khanhha_original::CRACK500_20160328_153533_1_1081.jpg,khanhha::CRACK500_20160328_153533,cv0,0,train
khanhha_original::CRACK500_20160328_153540_641_361.jpg,khanhha::CRACK500_20160328_153540,cv0,0,train
khanhha_original::CRACK500_20160328_153540_641_721.jpg,khanhha::CRACK500_20160328_153540,cv0,0,train
khanhha_original::CRACK500_20160328_153544_1_1081.jpg,khanhha::CRACK500_20160328_153544,cv0,0,train
khanhha_original::CRACK500_20160328_153544_1_721.jpg,khanhha::CRACK500_20160328_153544,cv0,0,train
khanhha_original::CRACK500_20160328_153548_1281_721.jpg,khanhha::CRACK500_20160328_153548,cv0,0,train
khanhha_original::CRACK500_20160328_153548_1921_721.jpg,khanhha::CRACK500_20160328_153548,cv0,0,train
khanhha_original::CRACK500_20160328_153556_1_361.jpg,khanhha::CRACK500_20160328_153556,cv0,0,train
khanhha_original::CRACK500_20160328_153612_1281_1081.jpg,khanhha::CRACK500_20160328_153612,cv0,0,train
khanhha_original::CRACK500_20160328_153616_1281_361.jpg,khanhha::CRACK500_20160328_153616,cv0,0,train
khanhha_original::CRACK500_20160328_153623_1_721.jpg,khanhha::CRACK500_20160328_153623,cv0,0,train
khanhha_original::CRACK500_20160328_153645_1_361.jpg,khanhha::CRACK500_20160328_153645,cv0,0,train
khanhha_original::CRACK500_20160328_153657_1921_1081.jpg,khanhha::CRACK500_20160328_153657,cv0,0,train
khanhha_original::CRACK500_20160328_153706_1281_1.jpg,khanhha::CRACK500_20160328_153706,cv0,0,train
khanhha_original::CRACK500_20160328_153706_1281_1081.jpg,khanhha::CRACK500_20160328_153706,cv0,0,train
khanhha_original::CRACK500_20160328_153706_1921_1.jpg,khanhha::CRACK500_20160328_153706,cv0,0,train
khanhha_original::CRACK500_20160328_153724_1_1081.jpg,khanhha::CRACK500_20160328_153724,cv0,0,train
khanhha_original::CRACK500_20160328_153724_641_721.jpg,khanhha::CRACK500_20160328_153724,cv0,0,train
khanhha_original::CRACK500_20160328_153813_1281_1081.jpg,khanhha::CRACK500_20160328_153813,cv0,0,train
khanhha_original::CRACK500_20160328_153813_1921_1081.jpg,khanhha::CRACK500_20160328_153813,cv0,0,train
khanhha_original::CRACK500_20160328_153821_1_1.jpg,khanhha::CRACK500_20160328_153821,cv0,0,train
khanhha_original::CRACK500_20160328_153848_1921_1.jpg,khanhha::CRACK500_20160328_153848,cv0,0,train
khanhha_original::CRACK500_20160328_153915_1921_721.jpg,khanhha::CRACK500_20160328_153915,cv0,0,train
khanhha_original::CRACK500_20160328_154011_1921_1.jpg,khanhha::CRACK500_20160328_154011,cv0,0,train
khanhha_original::CRACK500_20160328_154159_1921_1081.jpg,khanhha::CRACK500_20160328_154159,cv0,0,train
khanhha_original::CRACK500_20160328_154159_1_361.jpg,khanhha::CRACK500_20160328_154159,cv0,0,train
khanhha_original::CRACK500_20160328_154202_1281_1.jpg,khanhha::CRACK500_20160328_154202,cv0,0,train
khanhha_original::CRACK500_20160328_154202_1281_1081.jpg,khanhha::CRACK500_20160328_154202,cv0,0,train
khanhha_original::CRACK500_20160328_154202_1921_361.jpg,khanhha::CRACK500_20160328_154202,cv0,0,train
khanhha_original::CRACK500_20160328_154202_641_1081.jpg,khanhha::CRACK500_20160328_154202,cv0,0,train
khanhha_original::CRACK500_20160328_154318_1281_361.jpg,khanhha::CRACK500_20160328_154318,cv0,0,train
khanhha_original::CRACK500_20160328_154318_641_1.jpg,khanhha::CRACK500_20160328_154318,cv0,0,train
khanhha_original::CRACK500_20160328_154318_641_721.jpg,khanhha::CRACK500_20160328_154318,cv0,0,train
khanhha_original::CRACK500_20160328_154321_1281_1.jpg,khanhha::CRACK500_20160328_154321,cv0,0,train
khanhha_original::CRACK500_20160328_154334_641_721.jpg,khanhha::CRACK500_20160328_154334,cv0,0,train
khanhha_original::CRACK500_20160328_154352_1281_721.jpg,khanhha::CRACK500_20160328_154352,cv0,0,train
khanhha_original::CRACK500_20160328_154454_1_721.jpg,khanhha::CRACK500_20160328_154454,cv0,0,train
khanhha_original::CRACK500_20160328_154454_721_1.jpg,khanhha::CRACK500_20160328_154454,cv0,0,train
khanhha_original::CRACK500_20160329_094003_641_361.jpg,khanhha::CRACK500_20160329_094003,cv0,0,train
khanhha_original::CRACK500_20160329_094025_1921_361.jpg,khanhha::CRACK500_20160329_094025,cv0,0,train
khanhha_original::CRACK500_20160329_094025_1_721.jpg,khanhha::CRACK500_20160329_094025,cv0,0,train
khanhha_original::CRACK500_20160329_094512_1281_1081.jpg,khanhha::CRACK500_20160329_094512,cv0,0,train
khanhha_original::CRACK500_20160329_094512_1281_721.jpg,khanhha::CRACK500_20160329_094512,cv0,0,train
khanhha_original::CRACK500_20160329_094512_1921_721.jpg,khanhha::CRACK500_20160329_094512,cv0,0,train
khanhha_original::CRACK500_20160329_101347_1921_721.jpg,khanhha::CRACK500_20160329_101347,cv0,0,train
khanhha_original::CRACK500_20160329_101503_641_721.jpg,khanhha::CRACK500_20160329_101503,cv0,0,train
khanhha_original::CRACK500_20160329_103626_1281_721.jpg,khanhha::CRACK500_20160329_103626,cv0,0,train
khanhha_original::CRACK500_20160329_103626_641_721.jpg,khanhha::CRACK500_20160329_103626,cv0,0,train
khanhha_original::CRACK500_20160329_103807_721_1281.jpg,khanhha::CRACK500_20160329_103807,cv0,0,train
khanhha_original::CRACK500_20160329_104031_1281_721.jpg,khanhha::CRACK500_20160329_104031,cv0,0,train
khanhha_original::CRACK500_20160329_104031_1921_721.jpg,khanhha::CRACK500_20160329_104031,cv0,0,train
khanhha_original::CRACK500_20160329_104031_641_1081.jpg,khanhha::CRACK500_20160329_104031,cv0,0,train
khanhha_original::CRACK500_20160329_104107_1921_721.jpg,khanhha::CRACK500_20160329_104107,cv0,0,train
khanhha_original::CRACK500_20160329_104107_1_721.jpg,khanhha::CRACK500_20160329_104107,cv0,0,train
khanhha_original::CRACK500_20160329_104120_1921_721.jpg,khanhha::CRACK500_20160329_104120,cv0,0,train
khanhha_original::CRACK500_20160329_104120_1_361.jpg,khanhha::CRACK500_20160329_104120,cv0,0,train
khanhha_original::CRACK500_20160329_104120_1_721.jpg,khanhha::CRACK500_20160329_104120,cv0,0,train
khanhha_original::CRACK500_20160329_104120_641_721.jpg,khanhha::CRACK500_20160329_104120,cv0,0,train
khanhha_original::CRACK500_20160329_104205_1921_361.jpg,khanhha::CRACK500_20160329_104205,cv0,0,train
khanhha_original::CRACK500_20160329_115529_1_721.jpg,khanhha::CRACK500_20160329_115529,cv0,0,train
khanhha_original::CRACK500_20160329_115531_641_721.jpg,khanhha::CRACK500_20160329_115531,cv0,0,train
khanhha_original::CRACK500_20160330_163725_1921_361.jpg,khanhha::CRACK500_20160330_163725,cv0,0,train
khanhha_original::CRACK500_20160330_163725_641_1081.jpg,khanhha::CRACK500_20160330_163725,cv0,0,train
khanhha_original::CRACK500_20160330_163946_641_361.jpg,khanhha::CRACK500_20160330_163946,cv0,0,train
khanhha_original::CRACK500_20160330_165325_1921_361.jpg,khanhha::CRACK500_20160330_165325,cv0,0,train
khanhha_original::CRACK500_20160330_165325_1921_721.jpg,khanhha::CRACK500_20160330_165325,cv0,0,train
khanhha_original::CRACK500_20160330_165325_1_721.jpg,khanhha::CRACK500_20160330_165325,cv0,0,train
khanhha_original::CRACK500_20160330_165644_641_1081.jpg,khanhha::CRACK500_20160330_165644,cv0,0,train
khanhha_original::CRACK500_20160330_170014_641_361.jpg,khanhha::CRACK500_20160330_170014,cv0,0,train
khanhha_original::CRACK500_20160330_170014_641_721.jpg,khanhha::CRACK500_20160330_170014,cv0,0,train
khanhha_original::CRACK500_20160330_170114_1281_361.jpg,khanhha::CRACK500_20160330_170114,cv0,0,train
khanhha_original::CRACK500_20160330_170114_641_721.jpg,khanhha::CRACK500_20160330_170114,cv0,0,train
khanhha_original::CRACK500_20160330_170308_1281_361.jpg,khanhha::CRACK500_20160330_170308,cv0,0,train
khanhha_original::CRACK500_20160330_170308_1921_1081.jpg,khanhha::CRACK500_20160330_170308,cv0,0,train
khanhha_original::CRACK500_20160330_170308_1921_361.jpg,khanhha::CRACK500_20160330_170308,cv0,0,train
khanhha_original::CRACK500_20160330_170308_1921_721.jpg,khanhha::CRACK500_20160330_170308,cv0,0,train
khanhha_original::CRACK500_20160330_170501_1_721.jpg,khanhha::CRACK500_20160330_170501,cv0,0,train
khanhha_original::CRACK500_20160330_170504_641_721.jpg,khanhha::CRACK500_20160330_170504,cv0,0,train
khanhha_original::CRACK500_20160330_172305_1_1081.jpg,khanhha::CRACK500_20160330_172305,cv0,0,train
khanhha_original::CRACK500_20160330_172305_1_721.jpg,khanhha::CRACK500_20160330_172305,cv0,0,train
khanhha_original::CRACK500_20160402_150105_1_1.jpg,khanhha::CRACK500_20160402_150105,cv0,0,train
khanhha_original::CRACK500_20160402_150300_1281_721.jpg,khanhha::CRACK500_20160402_150300,cv0,0,train
khanhha_original::CRACK500_20160402_150317_641_361.jpg,khanhha::CRACK500_20160402_150317,cv0,0,train
khanhha_original::CRACK500_20160402_150317_641_721.jpg,khanhha::CRACK500_20160402_150317,cv0,0,train
khanhha_original::CRACK500_20160402_150938_641_361.jpg,khanhha::CRACK500_20160402_150938,cv0,0,train
khanhha_original::CRACK500_20160402_150938_641_721.jpg,khanhha::CRACK500_20160402_150938,cv0,0,train
khanhha_original::CRACK500_20160402_151054_1281_361.jpg,khanhha::CRACK500_20160402_151054,cv0,0,train
khanhha_original::CRACK500_20160402_151054_641_721.jpg,khanhha::CRACK500_20160402_151054,cv0,0,train
khanhha_original::CRACK500_20160405_171431_641_1.jpg,khanhha::CRACK500_20160405_171431,cv0,0,train
khanhha_original::CRACK500_20160405_171431_641_361.jpg,khanhha::CRACK500_20160405_171431,cv0,0,train
khanhha_original::CRACK500_20160405_171456_1_361.jpg,khanhha::CRACK500_20160405_171456,cv0,0,train
khanhha_original::CRACK500_20160405_171712_1281_1.jpg,khanhha::CRACK500_20160405_171712,cv0,0,train
khanhha_original::CRACK500_20160405_171712_1281_361.jpg,khanhha::CRACK500_20160405_171712,cv0,0,train
khanhha_original::CRACK500_20160405_171712_1921_1.jpg,khanhha::CRACK500_20160405_171712,cv0,0,train
khanhha_original::CRACK500_20160405_171716_1921_721.jpg,khanhha::CRACK500_20160405_171716,cv0,0,train
khanhha_original::CRACK500_20160405_172849_1921_1.jpg,khanhha::CRACK500_20160405_172849,cv0,0,train
khanhha_original::CRACK500_20160405_172908_1281_1.jpg,khanhha::CRACK500_20160405_172908,cv0,0,train
khanhha_original::CRACK500_20160407_163515_1281_721.jpg,khanhha::CRACK500_20160407_163515,cv0,0,train
khanhha_original::CRACK500_20160407_163515_1_361.jpg,khanhha::CRACK500_20160407_163515,cv0,0,train
khanhha_original::CRACK500_20160407_163522_1921_721.jpg,khanhha::CRACK500_20160407_163522,cv0,0,train
khanhha_original::CRACK500_20160407_163522_641_721.jpg,khanhha::CRACK500_20160407_163522,cv0,0,train
khanhha_original::CRACK500_20160407_165009_1281_721.jpg,khanhha::CRACK500_20160407_165009,cv0,0,train
khanhha_original::CRACK500_20160407_165009_1_721.jpg,khanhha::CRACK500_20160407_165009,cv0,0,train
khanhha_original::CRACK500_20160407_165210_1921_721.jpg,khanhha::CRACK500_20160407_165210,cv0,0,train
khanhha_original::CRACK500_IMG_2932_1297_969.jpg,khanhha::CRACK500_IMG_2932,cv0,0,train
