image_id,dataset,physical_group,category,delta_iou,umap_1,umap_2,umap_3
khanhha_original::CRACK500_20160222_163940_641_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_163940,neutral,-0.0048359521603076,6.978444,-3.2030559,10.00844
khanhha_original::CRACK500_20160222_164141_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160222_164141,neutral,0.007611500665304,6.8306065,-2.9765642,10.241656
khanhha_original::CRACK500_20160222_164141_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160222_164141,neutral,0.0045615023559186,6.9275975,-2.9388397,10.048525
khanhha_original::CRACK500_20160222_164141_1_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_164141,neutral,0.0055611848281974,7.110425,-3.0736394,9.500309
khanhha_original::CRACK500_20160222_164822_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160222_164822,improved,0.0758985182944791,7.2898917,-3.339443,9.410462
khanhha_original::CRACK500_20160222_164822_641_1.jpg,khanhha_original,khanhha::CRACK500_20160222_164822,neutral,-0.0027085002025828,7.308233,-3.3763862,9.429151
khanhha_original::CRACK500_20160222_164822_641_361.jpg,khanhha_original,khanhha::CRACK500_20160222_164822,degraded,-0.0226626284144479,7.3032002,-3.3997269,9.431059
khanhha_original::CRACK500_20160222_164825_641_721.jpg,khanhha_original,khanhha::CRACK500_20160222_164825,degraded,-0.019368189861586,7.0886126,-3.1716473,9.681055
khanhha_original::CRACK500_20160222_164851_641_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_164851,degraded,-0.0216298627860888,7.2550006,-3.3747768,9.553666
khanhha_original::CRACK500_20160222_164936_641_361.jpg,khanhha_original,khanhha::CRACK500_20160222_164936,neutral,0.0096447957776096,7.2670484,-3.5159779,9.594184
khanhha_original::CRACK500_20160222_165037_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160222_165037,neutral,0.0007862018271812,7.2681313,-3.3767724,9.440725
khanhha_original::CRACK500_20160222_165037_1_361.jpg,khanhha_original,khanhha::CRACK500_20160222_165037,degraded,-0.0143437867972231,7.0693746,-3.3188894,9.728614
khanhha_original::CRACK500_20160222_165037_641_361.jpg,khanhha_original,khanhha::CRACK500_20160222_165037,degraded,-0.0119592177075171,7.1875157,-3.311712,9.556633
khanhha_original::CRACK500_20160222_165218_641_1.jpg,khanhha_original,khanhha::CRACK500_20160222_165218,degraded,-0.0174980286878584,7.296355,-3.3116715,9.345253
khanhha_original::CRACK500_20160222_165225_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160222_165225,degraded,-0.0400610037986133,7.254982,-3.293756,9.378981
khanhha_original::CRACK500_20160222_165256_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160222_165256,degraded,-0.04071848938722,7.2700195,-3.3236356,9.37343
khanhha_original::CRACK500_20160222_165256_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160222_165256,neutral,0.0064186306275671,7.0865965,-3.1189666,9.553961
khanhha_original::CRACK500_20160222_165256_641_1.jpg,khanhha_original,khanhha::CRACK500_20160222_165256,degraded,-0.0622470639304503,7.307115,-3.3644564,9.381319
khanhha_original::CRACK500_20160222_165715_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160222_165715,improved,0.0432398454000775,7.1799617,-3.2617428,9.467196
khanhha_original::CRACK500_20160222_165909_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_165909,neutral,0.0028013090264542,7.2497945,-3.301123,9.397038
khanhha_original::CRACK500_20160222_165919_1_721.jpg,khanhha_original,khanhha::CRACK500_20160222_165919,degraded,-0.0383342005063709,7.267078,-3.316938,9.37514
khanhha_original::CRACK500_20160222_165926_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160222_165926,improved,0.0116736208889219,7.148895,-3.1799722,9.492268
khanhha_original::CRACK500_20160222_165947_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160222_165947,neutral,0.0072667102931227,7.1133013,-3.1449766,9.426315
khanhha_original::CRACK500_20160222_165951_1921_1.jpg,khanhha_original,khanhha::CRACK500_20160222_165951,degraded,-0.0113611202113032,7.0753264,-3.1452057,9.5998535
khanhha_original::CRACK500_20160225_114503_1_361.jpg,khanhha_original,khanhha::CRACK500_20160225_114503,neutral,-0.0079758764458578,7.1081877,-3.0711687,9.596029
khanhha_original::CRACK500_20160225_114514_721_1281.jpg,khanhha_original,khanhha::CRACK500_20160225_114514,neutral,-0.0025247538678551,7.028018,-3.1750329,9.856667
khanhha_original::CRACK500_20160225_114514_721_641.jpg,khanhha_original,khanhha::CRACK500_20160225_114514,neutral,0.0053641233745586,6.962461,-3.0794616,10.0077715
khanhha_original::CRACK500_20160225_114535_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160225_114535,neutral,-0.0007598949426797,7.285631,-3.4802167,9.502125
khanhha_original::CRACK500_20160225_114535_1921_1081.jpg,khanhha_original,khanhha::CRACK500_20160225_114535,degraded,-0.0157957801222333,7.3659396,-3.6153328,9.567005
khanhha_original::CRACK500_20160225_114535_1_1.jpg,khanhha_original,khanhha::CRACK500_20160225_114535,improved,0.018642694862774,7.3368425,-3.439669,9.438339
khanhha_original::CRACK500_20160302_155848_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160302_155848,degraded,-0.0120144805469224,7.072965,-3.275711,10.560413
khanhha_original::CRACK500_20160302_155848_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160302_155848,improved,0.012860525309887,6.9426136,-3.4106019,10.822613
khanhha_original::CRACK500_20160302_155848_641_721.jpg,khanhha_original,khanhha::CRACK500_20160302_155848,neutral,0.0073497257098293,6.9871626,-3.288473,10.661196
khanhha_original::CRACK500_20160302_155857_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160302_155857,degraded,-0.05127034457478,7.5294666,-3.5285149,10.170966
khanhha_original::CRACK500_20160302_155857_1_721.jpg,khanhha_original,khanhha::CRACK500_20160302_155857,neutral,-0.00785821072237,7.138309,-3.550788,10.680861
khanhha_original::CRACK500_20160302_155914_1081_641.jpg,khanhha_original,khanhha::CRACK500_20160302_155914,neutral,-0.0037528064072522,7.277884,-3.4433656,10.257302
khanhha_original::CRACK500_20160302_155919_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160302_155919,degraded,-0.0350631137478705,7.437993,-2.9333835,9.691694
khanhha_original::CRACK500_20160302_155919_641_1.jpg,khanhha_original,khanhha::CRACK500_20160302_155919,neutral,0.0034167534597158,7.3368564,-3.7256966,10.527352
khanhha_original::CRACK500_20160302_155919_641_1081.jpg,khanhha_original,khanhha::CRACK500_20160302_155919,neutral,-0.0070357078535311,7.462095,-3.7009523,10.285921
khanhha_original::CRACK500_20160302_155925_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160302_155925,degraded,-0.0692967126129682,7.1004524,-3.6182625,10.8553095
khanhha_original::CRACK500_20160302_155925_641_361.jpg,khanhha_original,khanhha::CRACK500_20160302_155925,degraded,-0.0624657110064724,7.6075826,-3.6681004,9.994886
khanhha_original::CRACK500_20160302_160033_641_361.jpg,khanhha_original,khanhha::CRACK500_20160302_160033,improved,0.0130783268596798,7.3155046,-3.6111042,10.045226
khanhha_original::CRACK500_20160303_091830_361_1281.jpg,khanhha_original,khanhha::CRACK500_20160303_091830,neutral,-0.0067883718925948,7.341143,-3.6037316,10.51385
khanhha_original::CRACK500_20160303_092627_641_721.jpg,khanhha_original,khanhha::CRACK500_20160303_092627,degraded,-0.0229732152527071,7.435027,-3.5978858,10.076732
khanhha_original::CRACK500_20160303_092806_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160303_092806,degraded,-0.0155726875793812,7.3551397,-2.7449005,9.527418
khanhha_original::CRACK500_20160303_092806_1_721.jpg,khanhha_original,khanhha::CRACK500_20160303_092806,neutral,-0.0002514738455154,7.324495,-2.8578608,9.513543
khanhha_original::CRACK500_20160303_092839_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160303_092839,neutral,-0.0082936549528102,7.27783,-2.7724507,9.572312
khanhha_original::CRACK500_20160303_092839_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160303_092839,neutral,-0.0034280189996103,7.162723,-2.7821496,9.692063
khanhha_original::CRACK500_20160303_092839_641_721.jpg,khanhha_original,khanhha::CRACK500_20160303_092839,neutral,-0.0086050053607364,7.1857963,-2.8133936,9.655076
khanhha_original::CRACK500_20160303_093353_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160303_093353,neutral,-0.0014370227738418,6.8745337,-3.2561114,10.026236
khanhha_original::CRACK500_20160303_093353_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160303_093353,neutral,0.0063368705361834,7.487254,-3.801608,9.704952
khanhha_original::CRACK500_20160303_093400_641_1.jpg,khanhha_original,khanhha::CRACK500_20160303_093400,neutral,0.0058623529571693,7.240358,-3.506111,9.781655
khanhha_original::CRACK500_20160303_093400_641_721.jpg,khanhha_original,khanhha::CRACK500_20160303_093400,improved,0.0286903695682552,7.0209975,-3.4525602,10.349877
khanhha_original::CRACK500_20160303_093527_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160303_093527,neutral,0.0039714154386215,7.0447435,-3.5368426,10.759268
khanhha_original::CRACK500_20160303_093537_1921_1081.jpg,khanhha_original,khanhha::CRACK500_20160303_093537,improved,0.0171342335122448,7.4720707,-3.8142796,10.34241
khanhha_original::CRACK500_20160306_103613_1_721.jpg,khanhha_original,khanhha::CRACK500_20160306_103613,neutral,-0.003560122842645,7.2714887,-3.5665607,10.253926
khanhha_original::CRACK500_20160306_103638_1921_1081.jpg,khanhha_original,khanhha::CRACK500_20160306_103638,degraded,-0.0163510925685373,7.505722,-3.6167672,9.919399
khanhha_original::CRACK500_20160306_103638_1_361.jpg,khanhha_original,khanhha::CRACK500_20160306_103638,degraded,-0.0323021086813889,7.5014234,-3.5622754,9.842428
khanhha_original::CRACK500_20160306_103657_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160306_103657,improved,0.0403988697086071,7.0191226,-3.5146232,10.706573
khanhha_original::CRACK500_20160306_103657_641_721.jpg,khanhha_original,khanhha::CRACK500_20160306_103657,neutral,0.0014868002575559,7.123251,-3.5224676,10.301176
khanhha_original::CRACK500_20160306_103816_1_721.jpg,khanhha_original,khanhha::CRACK500_20160306_103816,neutral,0.000702324397826,7.064351,-3.615265,10.780176
khanhha_original::CRACK500_20160306_103830_1921_1081.jpg,khanhha_original,khanhha::CRACK500_20160306_103830,neutral,0.001354616901062,7.5813413,-3.873119,10.046427
khanhha_original::CRACK500_20160306_103903_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160306_103903,degraded,-0.029524656837824,7.5639305,-3.8024108,9.957997
khanhha_original::CRACK500_20160306_103903_641_361.jpg,khanhha_original,khanhha::CRACK500_20160306_103903,neutral,-0.0001940157986425,7.2931833,-3.4565618,9.9173355
khanhha_original::CRACK500_20160306_104522_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160306_104522,improved,0.0283299876748521,7.3742847,-3.7461429,9.966746
khanhha_original::CRACK500_20160306_104522_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160306_104522,neutral,-0.0085296844528278,7.557038,-3.7464614,9.865738
khanhha_original::CRACK500_20160306_104522_641_721.jpg,khanhha_original,khanhha::CRACK500_20160306_104522,neutral,0.0052114239991765,7.3340683,-3.558261,10.084812
khanhha_original::CRACK500_20160306_104527_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160306_104527,neutral,0.0055760699859174,6.8896046,-3.3780594,10.736516
khanhha_original::CRACK500_20160306_104527_641_361.jpg,khanhha_original,khanhha::CRACK500_20160306_104527,neutral,-0.0028831659863063,6.961071,-3.3904467,10.492775
khanhha_original::CRACK500_20160307_143827_1_721.jpg,khanhha_original,khanhha::CRACK500_20160307_143827,neutral,0.0043114221417273,7.0698724,-3.5702195,10.804696
khanhha_original::CRACK500_20160307_144115_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160307_144115,improved,0.0123373404507997,7.150253,-3.6295414,9.726354
khanhha_original::CRACK500_20160307_144150_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160307_144150,neutral,0.0022152317402657,7.1758614,-2.853302,9.758456
khanhha_original::CRACK500_20160307_144150_641_361.jpg,khanhha_original,khanhha::CRACK500_20160307_144150,neutral,0.0053042414902885,7.1517286,-2.8381958,9.707728
khanhha_original::CRACK500_20160307_144202_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160307_144202,degraded,-0.0118830870539662,7.269724,-2.9518864,9.853193
khanhha_original::CRACK500_20160307_144202_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160307_144202,improved,0.014804329310339,7.314274,-2.9194584,9.772484
khanhha_original::CRACK500_20160307_144842_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160307_144842,neutral,-0.0032209401705558,7.2441235,-3.7016482,10.64592
khanhha_original::CRACK500_20160307_144842_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160307_144842,neutral,0.0043278590594062,7.42944,-3.7462873,10.329257
khanhha_original::CRACK500_20160307_144916_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160307_144916,improved,0.0309048026619479,7.4656453,-3.7057672,9.836101
khanhha_original::CRACK500_20160307_144916_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160307_144916,degraded,-0.0156515541787515,7.0486283,-3.5098097,10.438711
khanhha_original::CRACK500_20160307_144924_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160307_144924,improved,0.0400851298638199,7.4854846,-3.8225389,9.922432
khanhha_original::CRACK500_20160307_144924_641_361.jpg,khanhha_original,khanhha::CRACK500_20160307_144924,neutral,-0.000714981501653,7.572273,-3.8677428,9.938834
khanhha_original::CRACK500_20160307_144931_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160307_144931,neutral,-0.0062592993281777,7.4615126,-3.7986312,9.811334
khanhha_original::CRACK500_20160307_144931_641_721.jpg,khanhha_original,khanhha::CRACK500_20160307_144931,degraded,-0.0243998412947556,7.462857,-3.713235,10.093667
khanhha_original::CRACK500_20160307_145059_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160307_145059,degraded,-0.0160751325430891,7.047134,-2.630372,9.592063
khanhha_original::CRACK500_20160307_145107_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160307_145107,neutral,0.0059066203652853,7.1282234,-2.8768337,9.5372925
khanhha_original::CRACK500_20160307_145107_1_1.jpg,khanhha_original,khanhha::CRACK500_20160307_145107,improved,0.0129103933955434,-2.8259702,0.76698357,6.916799
khanhha_original::CRACK500_20160307_145259_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160307_145259,improved,0.0103822039410417,7.145694,-3.133029,9.425906
khanhha_original::CRACK500_20160307_145259_1_361.jpg,khanhha_original,khanhha::CRACK500_20160307_145259,neutral,0.0020073118952038,6.8603992,-3.1533675,9.794007
khanhha_original::CRACK500_20160307_162438_1921_1081.jpg,khanhha_original,khanhha::CRACK500_20160307_162438,neutral,-0.0015019544476827,7.107513,-3.2253125,9.630699
khanhha_original::CRACK500_20160307_162438_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160307_162438,degraded,-0.0126061299095223,6.906653,-3.215342,9.8909855
khanhha_original::CRACK500_20160307_163537_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160307_163537,degraded,-0.0313496843770675,7.492245,-3.4639525,9.767235
khanhha_original::CRACK500_20160307_163537_641_361.jpg,khanhha_original,khanhha::CRACK500_20160307_163537,neutral,-0.0078207903394939,7.3467674,-3.4425387,9.441921
khanhha_original::CRACK500_20160307_163537_641_721.jpg,khanhha_original,khanhha::CRACK500_20160307_163537,neutral,-0.0056646701492085,6.974419,-3.2021408,10.169573
khanhha_original::CRACK500_20160307_163627_641_721.jpg,khanhha_original,khanhha::CRACK500_20160307_163627,improved,0.0117797609539718,7.5137577,-3.7190964,9.721385
khanhha_original::CRACK500_20160307_163641_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160307_163641,neutral,0.0013987969587738,7.004466,-3.5053504,10.235892
khanhha_original::CRACK500_20160307_164214_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160307_164214,improved,0.0303378734968381,7.089578,-3.1087053,9.502585
khanhha_original::CRACK500_20160307_164214_1_721.jpg,khanhha_original,khanhha::CRACK500_20160307_164214,degraded,-0.0205259147021722,6.9335084,-3.199854,9.771102
khanhha_original::CRACK500_20160307_164226_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160307_164226,neutral,-0.0042737533396113,7.0541725,-3.0917795,9.5128975
khanhha_original::CRACK500_20160307_164226_1_721.jpg,khanhha_original,khanhha::CRACK500_20160307_164226,improved,0.0180183576783319,6.967289,-3.192399,9.7621155
khanhha_original::CRACK500_20160307_164226_641_721.jpg,khanhha_original,khanhha::CRACK500_20160307_164226,neutral,0.0012735074740966,6.914629,-3.1919525,10.078632
khanhha_original::CRACK500_20160307_164301_641_361.jpg,khanhha_original,khanhha::CRACK500_20160307_164301,neutral,0.0036806848904129,6.931793,-3.2245495,9.864021
khanhha_original::CRACK500_20160307_164334_641_1.jpg,khanhha_original,khanhha::CRACK500_20160307_164334,degraded,-0.0303345643443215,7.235136,-3.7002783,9.521234
khanhha_original::CRACK500_20160307_164334_641_361.jpg,khanhha_original,khanhha::CRACK500_20160307_164334,neutral,0.0098489684670248,7.248495,-3.5114396,9.478381
khanhha_original::CRACK500_20160307_164400_641_1.jpg,khanhha_original,khanhha::CRACK500_20160307_164400,degraded,-0.014266393837491,7.218321,-3.345948,9.478185
khanhha_original::CRACK500_20160307_164517_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160307_164517,degraded,-0.0182431153427147,7.1525764,-3.2821426,9.484242
khanhha_original::CRACK500_20160308_072824_641_1.jpg,khanhha_original,khanhha::CRACK500_20160308_072824,neutral,0.0002325231744483,7.4419527,-3.7977347,9.865569
khanhha_original::CRACK500_20160308_072921_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160308_072921,degraded,-0.0116575044632598,7.64393,-3.8669467,9.867637
khanhha_original::CRACK500_20160308_072921_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160308_072921,degraded,-0.0150163244114266,7.5770097,-3.809387,9.866063
khanhha_original::CRACK500_20160308_072921_641_1081.jpg,khanhha_original,khanhha::CRACK500_20160308_072921,degraded,-0.0122229988890639,7.1628633,-3.5329986,10.259209
khanhha_original::CRACK500_20160308_072921_641_721.jpg,khanhha_original,khanhha::CRACK500_20160308_072921,improved,0.0234470766730769,7.316299,-3.5873322,10.096741
khanhha_original::CRACK500_20160308_072951_641_721.jpg,khanhha_original,khanhha::CRACK500_20160308_072951,neutral,-0.0056999871473555,6.985976,-3.4988952,10.798471
khanhha_original::CRACK500_20160308_073014_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160308_073014,neutral,-0.0070396369683508,6.905613,-3.3389533,10.591264
khanhha_original::CRACK500_20160308_073245_1_361.jpg,khanhha_original,khanhha::CRACK500_20160308_073245,neutral,0.0019000006284857,6.973958,-3.4107616,9.849553
khanhha_original::CRACK500_20160308_073245_641_1.jpg,khanhha_original,khanhha::CRACK500_20160308_073245,neutral,0.0025810032882596,7.3639293,-3.7513413,9.586
khanhha_original::CRACK500_20160308_073356_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160308_073356,neutral,0.004288429959927,7.28518,-3.7049065,9.607137
khanhha_original::CRACK500_20160308_073356_641_1.jpg,khanhha_original,khanhha::CRACK500_20160308_073356,neutral,-0.0083635451853426,7.266664,-3.6452203,9.681249
khanhha_original::CRACK500_20160308_073406_641_721.jpg,khanhha_original,khanhha::CRACK500_20160308_073406,neutral,-0.0087862530790794,7.08975,-3.5073223,9.860145
khanhha_original::CRACK500_20160308_073532_1_361.jpg,khanhha_original,khanhha::CRACK500_20160308_073532,degraded,-0.014362885645081,6.975773,-3.4158223,10.174515
khanhha_original::CRACK500_20160308_073736_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160308_073736,neutral,0.0021851797747682,7.0825987,-3.5907736,10.603675
khanhha_original::CRACK500_20160308_073736_641_721.jpg,khanhha_original,khanhha::CRACK500_20160308_073736,degraded,-0.1497186447774119,7.3781285,-3.7415576,10.24687
khanhha_original::CRACK500_20160308_074321_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160308_074321,degraded,-0.0281750738773739,7.6331153,-3.903467,9.913386
