image_id,dataset,physical_group,category,delta_iou,umap_1,umap_2
khanhha_original::CRACK500_20160222_081908_641_721.jpg,khanhha_original,khanhha::CRACK500_20160222_081908,neutral,0.0068331924321738,7.7001753,-3.1506515
khanhha_original::CRACK500_20160222_114759_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160222_114759,improved,0.0315831267438633,7.053153,-3.949758
khanhha_original::CRACK500_20160222_114759_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160222_114759,degraded,-0.0102925047967319,6.8172474,-3.9930012
khanhha_original::CRACK500_20160222_114759_641_361.jpg,khanhha_original,khanhha::CRACK500_20160222_114759,neutral,-0.0025862951923198,7.1578193,-3.738647
khanhha_original::CRACK500_20160222_115219_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160222_115219,neutral,0.007898583617688,7.761559,-3.0269034
khanhha_original::CRACK500_20160222_115224_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_115224,neutral,-0.0006356104599523,7.803821,-3.0500576
khanhha_original::CRACK500_20160222_115224_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160222_115224,improved,0.1829655373475993,7.665807,-3.0089235
khanhha_original::CRACK500_20160222_115305_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_115305,degraded,-0.0131990910365789,7.6678395,-3.0150893
khanhha_original::CRACK500_20160222_115305_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160222_115305,neutral,2.394671100591772e-05,7.71843,-2.980628
khanhha_original::CRACK500_20160222_115305_641_1.jpg,khanhha_original,khanhha::CRACK500_20160222_115305,neutral,0.0095086482795017,7.7765446,-3.0038106
khanhha_original::CRACK500_20160222_115305_641_721.jpg,khanhha_original,khanhha::CRACK500_20160222_115305,neutral,0.0098552548143666,7.694708,-3.0460293
khanhha_original::CRACK500_20160222_115324_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160222_115324,neutral,1.965129010195188e-05,7.793849,-2.975926
khanhha_original::CRACK500_20160222_115324_641_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_115324,improved,0.0102789315135722,7.7483687,-3.0753303
khanhha_original::CRACK500_20160222_115519_641_721.jpg,khanhha_original,khanhha::CRACK500_20160222_115519,neutral,0.0092525299051148,8.857137,4.989063
khanhha_original::CRACK500_20160222_115828_641_1.jpg,khanhha_original,khanhha::CRACK500_20160222_115828,neutral,-0.0007437058390387,8.857935,4.9205446
khanhha_original::CRACK500_20160222_115833_1921_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_115833,degraded,-0.0295464376161981,8.84864,4.9197955
khanhha_original::CRACK500_20160222_115833_641_361.jpg,khanhha_original,khanhha::CRACK500_20160222_115833,neutral,-0.0066722173692509,8.860195,4.9118586
khanhha_original::CRACK500_20160222_115843_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160222_115843,neutral,-0.0027310739605249,8.859897,4.9163313
khanhha_original::CRACK500_20160222_115847_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160222_115847,improved,0.0520624583002047,8.885089,4.9133496
khanhha_original::CRACK500_20160222_115847_641_361.jpg,khanhha_original,khanhha::CRACK500_20160222_115847,neutral,-0.0036984666541647,8.884983,4.911358
khanhha_original::CRACK500_20160222_163940_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_163940,neutral,0.0026273373743493,7.852349,-3.5800836
khanhha_original::CRACK500_20160222_163940_1_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_163940,improved,0.0230023029906272,6.8881936,-3.6897995
khanhha_original::CRACK500_20160222_163940_1_361.jpg,khanhha_original,khanhha::CRACK500_20160222_163940,improved,0.0122966381810233,6.9647374,-3.6431935
khanhha_original::CRACK500_20160222_163940_641_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_163940,neutral,-0.0048359521603076,7.2163057,-3.6219742
khanhha_original::CRACK500_20160222_164141_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160222_164141,neutral,0.007611500665304,7.021915,-3.4868958
khanhha_original::CRACK500_20160222_164141_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160222_164141,neutral,0.0045615023559186,7.193321,-3.3479326
khanhha_original::CRACK500_20160222_164141_1_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_164141,neutral,0.0055611848281974,7.7217383,-3.2975595
khanhha_original::CRACK500_20160222_164822_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160222_164822,improved,0.0758985182944791,8.002675,-3.5410457
khanhha_original::CRACK500_20160222_164822_641_1.jpg,khanhha_original,khanhha::CRACK500_20160222_164822,neutral,-0.0027085002025828,7.967395,-3.5423112
khanhha_original::CRACK500_20160222_164822_641_361.jpg,khanhha_original,khanhha::CRACK500_20160222_164822,degraded,-0.0226626284144479,8.016331,-3.5542262
khanhha_original::CRACK500_20160222_164825_641_721.jpg,khanhha_original,khanhha::CRACK500_20160222_164825,degraded,-0.019368189861586,7.6198053,-3.4492955
khanhha_original::CRACK500_20160222_164851_641_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_164851,degraded,-0.0216298627860888,7.8344374,-3.5730479
khanhha_original::CRACK500_20160222_164936_641_361.jpg,khanhha_original,khanhha::CRACK500_20160222_164936,neutral,0.0096447957776096,7.808617,-3.7345116
khanhha_original::CRACK500_20160222_165037_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160222_165037,neutral,0.0007862018271812,7.9128747,-3.5455027
khanhha_original::CRACK500_20160222_165037_1_361.jpg,khanhha_original,khanhha::CRACK500_20160222_165037,degraded,-0.0143437867972231,7.550852,-3.562534
khanhha_original::CRACK500_20160222_165037_641_361.jpg,khanhha_original,khanhha::CRACK500_20160222_165037,degraded,-0.0119592177075171,7.7448044,-3.5175061
khanhha_original::CRACK500_20160222_165218_641_1.jpg,khanhha_original,khanhha::CRACK500_20160222_165218,degraded,-0.0174980286878584,7.9800324,-3.4842882
khanhha_original::CRACK500_20160222_165225_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160222_165225,degraded,-0.0400610037986133,7.957437,-3.4876478
khanhha_original::CRACK500_20160222_165256_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160222_165256,degraded,-0.04071848938722,8.000675,-3.4905784
khanhha_original::CRACK500_20160222_165256_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160222_165256,neutral,0.0064186306275671,7.6601405,-3.3188407
khanhha_original::CRACK500_20160222_165256_641_1.jpg,khanhha_original,khanhha::CRACK500_20160222_165256,degraded,-0.0622470639304503,8.027279,-3.5071497
khanhha_original::CRACK500_20160222_165715_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160222_165715,improved,0.0432398454000775,7.885834,-3.4838388
khanhha_original::CRACK500_20160222_165909_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160222_165909,neutral,0.0028013090264542,7.9645333,-3.4734755
khanhha_original::CRACK500_20160222_165919_1_721.jpg,khanhha_original,khanhha::CRACK500_20160222_165919,degraded,-0.0383342005063709,7.9709315,-3.472913
khanhha_original::CRACK500_20160222_165926_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160222_165926,improved,0.0116736208889219,7.8026776,-3.3918664
khanhha_original::CRACK500_20160222_165947_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160222_165947,neutral,0.0072667102931227,7.7801733,-3.3648357
khanhha_original::CRACK500_20160222_165951_1921_1.jpg,khanhha_original,khanhha::CRACK500_20160222_165951,degraded,-0.0113611202113032,7.6627455,-3.3726406
khanhha_original::CRACK500_20160225_114503_1_361.jpg,khanhha_original,khanhha::CRACK500_20160225_114503,neutral,-0.0079758764458578,7.6143494,-3.2975485
khanhha_original::CRACK500_20160225_114514_721_1281.jpg,khanhha_original,khanhha::CRACK500_20160225_114514,neutral,-0.0025247538678551,7.4373927,-3.431322
khanhha_original::CRACK500_20160225_114514_721_641.jpg,khanhha_original,khanhha::CRACK500_20160225_114514,neutral,0.0053641233745586,7.287177,-3.4578078
khanhha_original::CRACK500_20160225_114535_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160225_114535,neutral,-0.0007598949426797,7.8845296,-3.642725
khanhha_original::CRACK500_20160225_114535_1921_1081.jpg,khanhha_original,khanhha::CRACK500_20160225_114535,degraded,-0.0157957801222333,7.96867,-3.7987807
khanhha_original::CRACK500_20160225_114535_1_1.jpg,khanhha_original,khanhha::CRACK500_20160225_114535,improved,0.018642694862774,8.068176,-3.6457088
khanhha_original::CRACK500_20160302_155848_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160302_155848,degraded,-0.0120144805469224,6.9597306,-4.0113144
khanhha_original::CRACK500_20160302_155848_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160302_155848,improved,0.012860525309887,6.7009735,-4.182363
khanhha_original::CRACK500_20160302_155848_641_721.jpg,khanhha_original,khanhha::CRACK500_20160302_155848,neutral,0.0073497257098293,6.8612123,-3.9868693
khanhha_original::CRACK500_20160302_155857_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160302_155857,degraded,-0.05127034457478,7.6638227,-4.135423
khanhha_original::CRACK500_20160302_155857_1_721.jpg,khanhha_original,khanhha::CRACK500_20160302_155857,neutral,-0.00785821072237,6.907684,-4.297164
khanhha_original::CRACK500_20160302_155914_1081_641.jpg,khanhha_original,khanhha::CRACK500_20160302_155914,neutral,-0.0037528064072522,7.4505033,-4.112397
khanhha_original::CRACK500_20160302_155919_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160302_155919,degraded,-0.0350631137478705,7.7999,-3.1729681
khanhha_original::CRACK500_20160302_155919_641_1.jpg,khanhha_original,khanhha::CRACK500_20160302_155919,neutral,0.0034167534597158,7.1839056,-4.40295
khanhha_original::CRACK500_20160302_155919_641_1081.jpg,khanhha_original,khanhha::CRACK500_20160302_155919,neutral,-0.0070357078535311,7.4658713,-4.2767057
khanhha_original::CRACK500_20160302_155925_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160302_155925,degraded,-0.0692967126129682,6.788608,-4.382371
khanhha_original::CRACK500_20160302_155925_641_361.jpg,khanhha_original,khanhha::CRACK500_20160302_155925,degraded,-0.0624657110064724,7.757269,-4.1745257
khanhha_original::CRACK500_20160302_160033_641_361.jpg,khanhha_original,khanhha::CRACK500_20160302_160033,improved,0.0130783268596798,7.5319686,-4.1172748
khanhha_original::CRACK500_20160303_091830_361_1281.jpg,khanhha_original,khanhha::CRACK500_20160303_091830,neutral,-0.0067883718925948,7.213883,-4.3125644
khanhha_original::CRACK500_20160303_092627_641_721.jpg,khanhha_original,khanhha::CRACK500_20160303_092627,degraded,-0.0229732152527071,7.5903993,-4.1577015
khanhha_original::CRACK500_20160303_092806_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160303_092806,degraded,-0.0155726875793812,7.823707,-2.9863653
khanhha_original::CRACK500_20160303_092806_1_721.jpg,khanhha_original,khanhha::CRACK500_20160303_092806,neutral,-0.0002514738455154,7.8215322,-3.10861
khanhha_original::CRACK500_20160303_092839_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160303_092839,neutral,-0.0082936549528102,7.7706532,-3.0076418
khanhha_original::CRACK500_20160303_092839_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160303_092839,neutral,-0.0034280189996103,7.633274,-3.0691297
khanhha_original::CRACK500_20160303_092839_641_721.jpg,khanhha_original,khanhha::CRACK500_20160303_092839,neutral,-0.0086050053607364,7.6519837,-3.051695
khanhha_original::CRACK500_20160303_093353_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160303_093353,neutral,-0.0014370227738418,7.1695924,-3.6817596
khanhha_original::CRACK500_20160303_093353_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160303_093353,neutral,0.0063368705361834,8.054887,-3.9795597
khanhha_original::CRACK500_20160303_093400_641_1.jpg,khanhha_original,khanhha::CRACK500_20160303_093400,neutral,0.0058623529571693,7.629639,-3.7799067
khanhha_original::CRACK500_20160303_093400_641_721.jpg,khanhha_original,khanhha::CRACK500_20160303_093400,improved,0.0286903695682552,7.137085,-3.96314
khanhha_original::CRACK500_20160303_093527_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160303_093527,neutral,0.0039714154386215,6.802042,-4.256274
khanhha_original::CRACK500_20160303_093537_1921_1081.jpg,khanhha_original,khanhha::CRACK500_20160303_093537,improved,0.0171342335122448,7.437135,-4.4447637
khanhha_original::CRACK500_20160306_103613_1_721.jpg,khanhha_original,khanhha::CRACK500_20160306_103613,neutral,-0.003560122842645,7.364418,-4.17267
khanhha_original::CRACK500_20160306_103638_1921_1081.jpg,khanhha_original,khanhha::CRACK500_20160306_103638,degraded,-0.0163510925685373,7.759554,-4.0750027
khanhha_original::CRACK500_20160306_103638_1_361.jpg,khanhha_original,khanhha::CRACK500_20160306_103638,degraded,-0.0323021086813889,7.833908,-3.977008
khanhha_original::CRACK500_20160306_103657_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160306_103657,improved,0.0403988697086071,6.792265,-4.2806354
khanhha_original::CRACK500_20160306_103657_641_721.jpg,khanhha_original,khanhha::CRACK500_20160306_103657,neutral,0.0014868002575559,7.2007623,-4.086195
khanhha_original::CRACK500_20160306_103816_1_721.jpg,khanhha_original,khanhha::CRACK500_20160306_103816,neutral,0.000702324397826,6.7927694,-4.31564
khanhha_original::CRACK500_20160306_103830_1921_1081.jpg,khanhha_original,khanhha::CRACK500_20160306_103830,neutral,0.001354616901062,7.803808,-4.345188
khanhha_original::CRACK500_20160306_103903_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160306_103903,degraded,-0.029524656837824,7.834662,-4.2767463
khanhha_original::CRACK500_20160306_103903_641_361.jpg,khanhha_original,khanhha::CRACK500_20160306_103903,neutral,-0.0001940157986425,7.6198025,-3.8758163
khanhha_original::CRACK500_20160306_104522_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160306_104522,improved,0.0283299876748521,7.7168818,-4.153893
khanhha_original::CRACK500_20160306_104522_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160306_104522,neutral,-0.0085296844528278,7.916693,-4.2026334
khanhha_original::CRACK500_20160306_104522_641_721.jpg,khanhha_original,khanhha::CRACK500_20160306_104522,neutral,0.0052114239991765,7.529599,-4.0986786
khanhha_original::CRACK500_20160306_104527_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160306_104527,neutral,0.0055760699859174,6.647089,-4.093599
khanhha_original::CRACK500_20160306_104527_641_361.jpg,khanhha_original,khanhha::CRACK500_20160306_104527,neutral,-0.0028831659863063,7.0179486,-3.9825315
khanhha_original::CRACK500_20160307_143827_1_721.jpg,khanhha_original,khanhha::CRACK500_20160307_143827,neutral,0.0043114221417273,6.8120036,-4.343849
khanhha_original::CRACK500_20160307_144115_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160307_144115,improved,0.0123373404507997,7.686717,-3.8581498
khanhha_original::CRACK500_20160307_144150_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160307_144150,neutral,0.0022152317402657,7.573341,-3.1535323
khanhha_original::CRACK500_20160307_144150_641_361.jpg,khanhha_original,khanhha::CRACK500_20160307_144150,neutral,0.0053042414902885,7.626048,-3.059369
khanhha_original::CRACK500_20160307_144202_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160307_144202,degraded,-0.0118830870539662,7.588088,-3.3016636
khanhha_original::CRACK500_20160307_144202_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160307_144202,improved,0.014804329310339,7.662172,-3.207514
khanhha_original::CRACK500_20160307_144842_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160307_144842,neutral,-0.0032209401705558,7.0709343,-4.416429
khanhha_original::CRACK500_20160307_144842_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160307_144842,neutral,0.0043278590594062,7.417743,-4.342759
khanhha_original::CRACK500_20160307_144916_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160307_144916,improved,0.0309048026619479,7.814714,-4.1156282
khanhha_original::CRACK500_20160307_144916_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160307_144916,degraded,-0.0156515541787515,7.1274295,-4.085859
khanhha_original::CRACK500_20160307_144924_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160307_144924,improved,0.0400851298638199,7.7782097,-4.184527
khanhha_original::CRACK500_20160307_144924_641_361.jpg,khanhha_original,khanhha::CRACK500_20160307_144924,neutral,-0.000714981501653,7.901953,-4.223679
khanhha_original::CRACK500_20160307_144931_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160307_144931,neutral,-0.0062592993281777,7.8745522,-4.088929
khanhha_original::CRACK500_20160307_144931_641_721.jpg,khanhha_original,khanhha::CRACK500_20160307_144931,degraded,-0.0243998412947556,7.572529,-4.252048
khanhha_original::CRACK500_20160307_145059_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160307_145059,degraded,-0.0160751325430891,7.5000796,-2.8240283
khanhha_original::CRACK500_20160307_145107_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160307_145107,neutral,0.0059066203652853,7.6675215,-3.0947678
khanhha_original::CRACK500_20160307_145107_1_1.jpg,khanhha_original,khanhha::CRACK500_20160307_145107,improved,0.0129103933955434,0.07349115,0.04422915
khanhha_original::CRACK500_20160307_145259_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160307_145259,improved,0.0103822039410417,7.773434,-3.3790457
khanhha_original::CRACK500_20160307_145259_1_361.jpg,khanhha_original,khanhha::CRACK500_20160307_145259,neutral,0.0020073118952038,7.2730656,-3.3994093
khanhha_original::CRACK500_20160307_162438_1921_1081.jpg,khanhha_original,khanhha::CRACK500_20160307_162438,neutral,-0.0015019544476827,7.6871834,-3.4872642
khanhha_original::CRACK500_20160307_162438_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160307_162438,degraded,-0.0126061299095223,7.3189635,-3.5830584
khanhha_original::CRACK500_20160307_163537_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160307_163537,degraded,-0.0313496843770675,7.885054,-3.7491446
khanhha_original::CRACK500_20160307_163537_641_361.jpg,khanhha_original,khanhha::CRACK500_20160307_163537,neutral,-0.0078207903394939,8.040355,-3.6087987
khanhha_original::CRACK500_20160307_163537_641_721.jpg,khanhha_original,khanhha::CRACK500_20160307_163537,neutral,-0.0056646701492085,7.1905284,-3.6759768
khanhha_original::CRACK500_20160307_163627_641_721.jpg,khanhha_original,khanhha::CRACK500_20160307_163627,improved,0.0117797609539718,8.010645,-3.988001
khanhha_original::CRACK500_20160307_163641_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160307_163641,neutral,0.0013987969587738,7.2360916,-3.9527423
khanhha_original::CRACK500_20160307_164214_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160307_164214,improved,0.0303378734968381,7.7079673,-3.2682607
khanhha_original::CRACK500_20160307_164214_1_721.jpg,khanhha_original,khanhha::CRACK500_20160307_164214,degraded,-0.0205259147021722,7.420642,-3.4786613
khanhha_original::CRACK500_20160307_164226_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160307_164226,neutral,-0.0042737533396113,7.716632,-3.3152804
khanhha_original::CRACK500_20160307_164226_1_721.jpg,khanhha_original,khanhha::CRACK500_20160307_164226,improved,0.0180183576783319,7.4343576,-3.457353
khanhha_original::CRACK500_20160307_164226_641_721.jpg,khanhha_original,khanhha::CRACK500_20160307_164226,neutral,0.0012735074740966,7.230807,-3.545807
khanhha_original::CRACK500_20160307_164301_641_361.jpg,khanhha_original,khanhha::CRACK500_20160307_164301,neutral,0.0036806848904129,7.357346,-3.502396
khanhha_original::CRACK500_20160307_164334_641_1.jpg,khanhha_original,khanhha::CRACK500_20160307_164334,degraded,-0.0303345643443215,7.908483,-3.7352579
khanhha_original::CRACK500_20160307_164334_641_361.jpg,khanhha_original,khanhha::CRACK500_20160307_164334,neutral,0.0098489684670248,7.87701,-3.6483555
khanhha_original::CRACK500_20160307_164400_641_1.jpg,khanhha_original,khanhha::CRACK500_20160307_164400,degraded,-0.014266393837491,7.893467,-3.5418518
khanhha_original::CRACK500_20160307_164517_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160307_164517,degraded,-0.0182431153427147,7.790724,-3.448356
khanhha_original::CRACK500_20160308_072824_641_1.jpg,khanhha_original,khanhha::CRACK500_20160308_072824,neutral,0.0002325231744483,7.84137,-4.1438575
khanhha_original::CRACK500_20160308_072921_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160308_072921,degraded,-0.0116575044632598,7.9641957,-4.2581577
khanhha_original::CRACK500_20160308_072921_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160308_072921,degraded,-0.0150163244114266,7.855778,-4.213804
khanhha_original::CRACK500_20160308_072921_641_1081.jpg,khanhha_original,khanhha::CRACK500_20160308_072921,degraded,-0.0122229988890639,7.2671075,-4.070951
khanhha_original::CRACK500_20160308_072921_641_721.jpg,khanhha_original,khanhha::CRACK500_20160308_072921,improved,0.0234470766730769,7.4848423,-4.135097
khanhha_original::CRACK500_20160308_072951_641_721.jpg,khanhha_original,khanhha::CRACK500_20160308_072951,neutral,-0.0056999871473555,6.681283,-4.233003
khanhha_original::CRACK500_20160308_073014_1281_721.jpg,khanhha_original,khanhha::CRACK500_20160308_073014,neutral,-0.0070396369683508,6.7986727,-3.9707105
khanhha_original::CRACK500_20160308_073245_1_361.jpg,khanhha_original,khanhha::CRACK500_20160308_073245,neutral,0.0019000006284857,7.435085,-3.7001941
khanhha_original::CRACK500_20160308_073245_641_1.jpg,khanhha_original,khanhha::CRACK500_20160308_073245,neutral,0.0025810032882596,7.9711823,-3.8858576
khanhha_original::CRACK500_20160308_073356_1281_1081.jpg,khanhha_original,khanhha::CRACK500_20160308_073356,neutral,0.004288429959927,7.95042,-3.8464024
khanhha_original::CRACK500_20160308_073356_641_1.jpg,khanhha_original,khanhha::CRACK500_20160308_073356,neutral,-0.0083635451853426,7.7142353,-3.8530426
khanhha_original::CRACK500_20160308_073406_641_721.jpg,khanhha_original,khanhha::CRACK500_20160308_073406,neutral,-0.0087862530790794,7.4944267,-3.8202379
khanhha_original::CRACK500_20160308_073532_1_361.jpg,khanhha_original,khanhha::CRACK500_20160308_073532,degraded,-0.014362885645081,7.1207795,-3.8239357
khanhha_original::CRACK500_20160308_073736_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160308_073736,neutral,0.0021851797747682,6.945519,-4.280916
khanhha_original::CRACK500_20160308_073736_641_721.jpg,khanhha_original,khanhha::CRACK500_20160308_073736,degraded,-0.1497186447774119,7.422912,-4.24147
khanhha_original::CRACK500_20160308_074321_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160308_074321,degraded,-0.0281750738773739,7.941363,-4.3304386
khanhha_original::CRACK500_20160308_074330_1921_721.jpg,khanhha_original,khanhha::CRACK500_20160308_074330,improved,0.0109821477222968,7.0461006,-4.4225163
khanhha_original::CRACK500_20160308_074702_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160308_074702,improved,0.0825153554080176,6.702025,-4.3918953
khanhha_original::CRACK500_20160308_074702_1921_361.jpg,khanhha_original,khanhha::CRACK500_20160308_074702,degraded,-0.020608686004471,6.657805,-4.3555517
khanhha_original::CRACK500_20160308_074702_641_721.jpg,khanhha_original,khanhha::CRACK500_20160308_074702,improved,0.0138396539451818,6.7641606,-4.401966
khanhha_original::CRACK500_20160308_155720_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160308_155720,neutral,-0.0052312038180993,7.6666694,-3.0483074
khanhha_original::CRACK500_20160308_155720_1_1.jpg,khanhha_original,khanhha::CRACK500_20160308_155720,neutral,0.0096221809549699,7.4405513,-3.2279468
khanhha_original::CRACK500_20160308_155720_641_721.jpg,khanhha_original,khanhha::CRACK500_20160308_155720,neutral,0.0052378040169147,7.535459,-3.1100445
khanhha_original::CRACK500_20160308_155731_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160308_155731,neutral,-0.006497221503645,7.6584854,-3.044639
khanhha_original::CRACK500_20160308_155731_641_1081.jpg,khanhha_original,khanhha::CRACK500_20160308_155731,neutral,-0.0005280617727753,7.6928678,-3.0355353
khanhha_original::CRACK500_20160308_155737_1281_1.jpg,khanhha_original,khanhha::CRACK500_20160308_155737,neutral,0.0042703553501981,7.606507,-3.0721278
khanhha_original::CRACK500_20160308_155737_1281_361.jpg,khanhha_original,khanhha::CRACK500_20160308_155737,improved,0.0331569435483068,7.7701373,-3.0383499
