channel,anova_score_descriptive,spearman_delta_descriptive,coefficient_improved_minus_degraded_descriptive,mean_absolute_standardized_coefficient_descriptive,top10_training_fold_frequency
237,54.176421144429774,-0.05827618472171098,1.624070552524291,0.8599935458341843,0.0
214,54.17158570767189,-0.07815406709025614,0.3237857591596754,0.18404037507477802,0.0
6,53.250950771538726,-0.004840167333074437,-0.491680203988728,0.2205099079734413,0.0
110,52.618015264319446,0.04971215868759085,0.07252026330049652,0.16397655815795723,0.0
37,52.61432966349604,4.668100213923291e-05,0.6786008587446796,0.3686776074558207,0.0
97,51.291912152483484,-0.08106837280166934,0.20512849645267706,0.19649357354344957,0.0
112,50.76482548981958,0.06642158533196905,-0.23449941795800552,0.18019361920624524,0.0
94,50.52866439894585,-0.07502262635293487,-0.14904760683005439,0.3408694178913498,0.0
106,50.116183114255534,0.06416296686064736,0.7954446688493452,0.3739755027775946,0.0
56,50.086336063212194,-0.013248014381960327,1.0302049595506713,0.3783111555815814,0.0
246,49.998432989323916,-0.047467845125385204,-1.199793386867624,0.5307617480595876,0.0
102,49.66582461262813,0.037864856377462314,0.9941575927316026,0.8422354631846725,0.0
241,49.31156337554047,0.0879381589581964,0.6917344832819174,0.2884844766670396,0.0
225,47.79034613653435,-0.06524917266685944,-0.4429180976950819,0.19826447982434506,0.0
10,47.5989687038521,0.006409665171643487,0.8201614036197586,0.3300510647806853,0.0
43,47.271003132749364,-0.056188033306175285,-0.7282847444129766,0.24741971542122407,0.0
163,46.181604285378775,0.07175121719078745,-0.9881235929338602,0.4252898503993207,0.0
34,45.7202761681343,-0.03697581980980217,0.17029880088412724,0.2549181900362674,0.0
238,45.31753959845907,0.04259869436963738,-0.23951326272770962,0.15748126477901123,0.0
176,44.984620034729375,-0.007445582513274882,0.9382278898431222,0.36985782220872165,0.0
186,44.29635575251391,0.07066687539061448,-0.1452423779589373,0.2705766555044906,0.0
173,44.20084233454321,-0.016379251169439352,0.21294600331331084,0.09458288271693649,0.0
103,44.14553320566359,0.02328329602890459,0.47420267655024173,0.28299132403780886,0.0
151,44.00486651976978,-0.10617083821167264,-1.0764515629217308,0.3782333905795781,0.0
158,43.5432097937799,0.010691747828912936,0.6216395490046523,0.2889410003420468,0.0
86,42.39371593669288,-0.08857689598990115,0.06865837129739194,0.3107571991554868,0.0
165,41.979538579850036,0.03235329024264988,1.093371043819716,0.4610780149437422,0.0
17,41.9716123464211,0.042164708071378725,-0.5449140015641438,0.5518209656504759,0.0
175,41.77185052451728,0.07708546385694384,0.4868436940395562,0.17143268285357083,0.0
4,41.40523836715619,0.006924698544195009,-0.6641008710527666,0.8225222681777514,0.0
128,41.27262447395167,0.06460806388639462,0.883967537203589,0.42437809829695605,0.0
96,41.08403306070073,0.022361212248800312,0.38611448909726254,0.15405784250061652,0.0
137,41.05891976075218,-0.08973452163095573,0.7972459152638345,0.490671762320666,0.0
125,41.01475589923814,0.1042951316158564,1.1434765927231383,0.4186746666025308,0.0
248,40.985148988090494,-0.0309559309631275,-0.8545287092525261,0.3516562296316403,0.0
138,40.81250995072526,-0.034465584968460514,0.6715680509503472,0.30068798274634506,0.0
208,40.72275095251147,0.07717675719043698,1.1690129140710546,0.4650840007784049,0.0
91,40.32181084639532,0.0715209337190691,0.49702294208659403,0.22342411276341298,0.0
72,40.25491634013108,0.030941280105191704,0.3663175648390074,0.3023804507108764,0.0
62,40.132259224208035,0.057608559837905325,0.05183577830499658,0.45786175436711113,0.0
205,40.126466203328846,0.05946981028529885,-0.0647703572395013,0.022974619418361913,0.0
18,40.062456005894155,0.046471014588610395,-0.7245211408994251,0.38426124679160617,0.0
42,40.03521778850523,-0.03198692541504602,-0.015017286888043782,0.1330974748035996,0.0
177,39.83715494074189,-0.007626736175269911,-1.872305718421904,0.6460012163354363,0.0
189,39.55595830596364,-0.0021879781036655685,0.3830745675945359,0.2097284463757095,0.0
53,39.478497239369496,-0.002491143193398313,-0.06557860615854794,0.24116943762343848,0.0
67,39.01248095120625,0.006243845993406532,0.039203317565612156,0.16280294838667508,0.0
216,38.134954987999144,-0.01274140019462838,0.40426253108112453,0.14126123156452908,0.0
27,38.003894064141846,-0.058166750023364265,-1.5424513799769908,0.6019841911006805,0.0
242,37.86630699166488,-0.010581497996955668,0.4390259858048172,0.24863167754026408,0.0
230,36.70849965501419,-0.05316467487734181,-0.11049803885099774,0.040747300432903484,0.0
209,36.14497902532717,0.07046226591767199,0.49106797935814006,0.1943943707440755,0.0
197,34.968289290496,-0.07380717707982014,-1.044297802786522,0.5511164711249025,0.0
184,34.60230193328409,-0.07101238008734033,-1.1597262735943015,0.3999717495248069,0.0
64,34.59382143867051,-0.004086864858876002,-0.04428240015700255,0.15823173136077043,0.0
164,33.51670079990526,-0.034105965066279074,0.8915462146142312,0.40682899443873843,0.0
45,32.788538213478276,-0.06243581309053371,0.14388337945945384,0.10439755516039473,0.0
88,32.37662878861447,-0.0295193686562008,-0.751197130846283,0.322196566113472,0.0
113,32.27456947627692,-0.0769237609889941,0.8092945505150244,0.3383136940289522,0.0
134,32.205556968353946,0.0017456260016250225,-0.5243262470057339,0.7436611438865423,0.0
114,32.09145407127149,-0.03640845842874828,0.7451653863208383,0.2976119426230372,0.0
252,31.576271268176406,0.034147264553600676,-0.01626464417762727,0.14210136721926694,0.0
16,31.109905153085872,-0.0018097601855673968,-1.2396401990732493,0.5939475330091841,0.0
191,30.86833106819123,-0.036105947670572465,-0.040957642746179884,0.21311390887758977,0.0
223,30.217870434453754,0.01077060699030442,-0.07213287890913098,0.3445238516788724,0.0
227,30.207273724118387,-0.0322879669360804,-0.2019964722698157,0.13626500380080553,0.0
133,30.188127559095825,0.0791073613397141,-1.1109401469847435,0.5112570595873218,0.0
36,30.08403680157311,-0.0006125834601492496,0.13247313623568624,0.23751735402648996,0.0
68,29.225856162096118,0.09044554306742206,-0.06364795241612686,0.1292299799293428,0.0
119,29.053061158718055,-0.0457059416720862,-0.18422909689335157,0.15954510906739233,0.0
24,28.767921073253873,-0.06357682184720988,0.21359487235617325,0.2692568991324679,0.0
195,28.397307777161224,-0.06631174363372157,-0.3440779701011265,0.8109455361331813,0.0
251,28.24295813827791,-0.02958230977683572,0.2133506633191411,0.10651848212415914,0.0
131,28.12794736522828,-0.007285021724492206,0.09534598076219045,0.3399196156056425,0.0
109,27.715985394889486,-0.00793765933579953,0.5758198982916153,0.35185040696955855,0.0
219,27.60361374490943,-0.0776980687524321,0.9363519211014226,0.3610173880223333,0.0
160,27.488142981186513,0.04668030622190008,-1.2711017345901336,0.593829761712758,0.0
30,27.400663484083417,0.06981326227797356,0.770767762582698,0.333766195063206,0.0
167,27.115925334436795,0.037663565702293275,0.6235639443887073,0.21400401180730774,0.0
116,26.91461849089472,-0.034587981609984,0.9841652619514784,0.32993476064820854,0.0
253,26.525849309527864,-0.0023171931840808295,-0.09502890099388972,0.13185772691462264,0.0
23,25.261671498009342,-0.06380233262719173,-0.1380464750579653,0.1487383983177495,0.0
52,25.180278034476643,0.06932224586699019,-1.0764845033455515,0.37061763355819305,0.0
13,25.060294437956557,-0.07489254255298929,0.6411309988844727,0.4382775082515103,0.0
75,24.97282887028373,-0.06446180631035026,0.5809305575416405,0.29891709817878626,0.0
123,24.585716287048246,0.02210333528635084,0.2124445316298817,0.15015923773821138,0.0
170,24.506294383963876,-0.04769663292475162,0.6014943299478867,0.25395127435242076,0.0
255,24.137853037061884,-0.0536305695348466,-0.01378732406517582,0.06646047678987625,0.0
48,23.469466713941326,-0.07486306352670774,-0.2949029018439505,0.1258968245048643,0.0
147,23.054185222815814,-0.07753901271875781,0.0014708782430653267,0.18290234032134234,0.0
224,23.022662798166742,-0.021439048609251526,-0.10772542157000406,0.35710095143203247,0.0
236,22.955350483534325,0.028973131731020115,0.2741640743268494,0.1509921395261835,0.0
50,22.894370674653153,0.05201797250356546,-0.8039247367925507,0.335775792880651,0.0
99,22.753062544890582,-0.05646445367424808,-0.6721679958829332,0.31994867459057125,0.0
150,22.71957740588723,-0.07924661612354054,0.6959330071049077,0.40388821291201366,0.0
244,22.360206809723472,-0.03436772818680477,-0.2775164751177396,0.1610606547112372,0.0
22,22.158938618966904,0.018951469073962314,1.2448942029630383,0.44370476875062465,0.0
63,21.458167960315446,-0.07219414798785175,0.5361965488702871,0.5633324864519329,0.0
211,21.177364396584185,0.04120518229187605,0.2702766278026841,0.22581276733239233,0.0
146,21.163231471863938,0.009005982787974383,0.06486559838812654,0.0578706762495603,0.0
107,20.836669431362495,0.02043616493501138,0.08128608735540631,0.04023703968812728,0.0
215,20.29508204767973,0.04598751443497738,-0.49664465576504335,0.18642386861646107,0.0
141,20.230110022977136,0.014697232852701721,0.579246730065074,0.4772975679983272,0.0
143,20.021421279585617,-0.07311899561989807,0.08479584236525965,0.21800522392615376,0.0
38,20.00491984960056,0.006207015803285449,1.1114150177718203,0.37268643908338595,0.0
154,19.32606857078655,0.008666467679964745,-0.30272720339361653,0.29391013557803597,0.0
79,19.20183492828766,-0.03646569435668681,-0.2814895098977998,0.13797508849179588,0.0
59,19.166543423755826,0.04791879552132607,0.43423033558021307,0.17428933973602914,0.0
41,18.92160717624495,0.02055121464288243,0.7352025116391474,0.25514819162291424,0.0
33,18.85831961793348,0.06086678363417788,-0.6548163398446298,0.2735857758003208,0.0
207,18.438223761236085,0.02678976514001563,-0.11341316768235755,0.05096039544469686,0.0
44,17.999391294680798,0.0011161778988425727,0.6334266720578278,0.2354711502286586,0.0
108,17.57877826424775,-0.001493115779462991,0.7373549728167101,0.4274947238817223,0.0
157,17.298379203917275,-0.062258173678567286,-0.22818045530839234,0.16326814834486902,0.0
240,17.043981808146434,0.024314921346357203,0.09118201934580217,0.27781012539454514,0.0
145,16.637436677773977,-0.0004354243407906337,0.6652218160774099,0.25094620822140173,0.0
95,16.174194602054122,0.038512053718430715,0.8862566250773121,0.31634872561204164,0.0
200,16.07647765011806,0.04830406707126682,0.48008542461533205,0.2609362771083936,0.0
155,15.57310614274278,0.022883495515797162,0.5609525745291224,0.25370168656245173,0.0
55,15.216656013870702,0.021702941696525393,0.12411975566941919,0.47104083835320415,0.0
193,15.118952725672722,0.06185557273762268,0.21706395472365755,0.1996802062764773,0.0
35,15.04723322174979,0.057596366751869084,0.42057992836187347,0.2580197449840911,0.0
249,14.709559147109104,0.04834716938458744,0.05691527965388969,0.035092230859152806,0.0
124,14.30327789152544,-0.014279057387545079,-0.07992489074885181,0.027612226338585715,0.0
28,14.201505817718344,-0.0201576738079779,0.766148416412061,0.3974714597570794,0.0
174,13.41589335130873,0.027287661160034244,-1.0198398862578875,0.4247395594455658,0.0
74,13.172036279784573,0.051511856299469146,0.1115125246249814,0.15126267819642625,0.0
239,13.05990225655198,-0.050089580408485664,-0.8458529020025511,0.364957346078523,0.0
218,12.16852304190441,0.03609287312769967,1.943841082754986,0.7884924549507241,0.0
172,12.047457171339516,-0.040454950158809955,0.014195095898036553,0.09974928603693188,0.0
12,11.753982343301299,-0.031172038161330764,0.47724532994699453,0.21182838234054144,0.0
84,11.510244901390953,-0.04864063908206163,-0.3623784601521175,0.22257328775094298,0.0
217,11.501904936359804,0.05119064372301235,-0.1455861481811353,0.408914913102664,0.0
228,10.881610177869021,0.031242775534210468,0.019134121446908396,0.06445664283470094,0.0
105,10.123381541625118,0.062044098965251954,-0.3149373929497882,0.18164342697437733,0.0
40,9.777654582539574,0.005507375440208829,-0.3326458308436277,0.14571458360292033,0.0
118,9.68791960656482,0.03661728548322728,-1.0228137637507102,0.5660561978425709,0.0
202,9.202388720408967,-0.02952415436383898,0.11626924033717564,0.04337888178155461,0.0
139,9.001997165112375,-0.032770520914678136,0.3459668805917759,0.1584274989970624,0.0
201,8.838283234346223,-0.0068582706822821965,0.030253050988973157,0.12566353041650888,0.0
129,8.725269241697708,0.048032779460585956,-0.12535486588266254,0.10816314530556888,0.0
7,8.679507388304009,0.023209344334247137,0.2603549634765288,0.5786739204477185,0.0
221,8.349075430612379,-0.034751249806471866,0.6414817774183328,0.3399157179166554,0.0
61,7.565213757160097,-0.020354170398238832,0.06109151190830375,0.17715943047363616,0.0
66,7.0051926285432815,-0.00044295000731887576,-1.040037978380652,0.5131382626801779,0.0
153,6.867918229092278,-0.007530499665299223,1.3166160467211374,0.4974674849987199,0.0
161,6.523291362733864,-0.041914744140048754,-1.270711341155173,0.5854243649336048,0.0
245,6.4848050235177865,-0.007623326589178164,0.16544400403961285,0.4515673365595078,0.0
0,6.3523524808640035,-0.0286840533740688,-1.2017107995558836,0.428431933097916,0.0
188,5.124095114164256,-0.0012760812159597376,0.08167965441118827,0.2443865004002498,0.0
77,5.070146008808527,0.004464621405682747,0.14601154429162366,0.7002188882212576,0.0
169,5.050395676511012,0.012433903134339916,0.4268590766477026,0.18287197621693085,0.0
82,5.047992673496017,0.022537321389232423,-0.19682304817257945,0.07120343194215008,0.0
3,4.965343994753407,0.004422801270190881,0.41000739834649635,0.1480732242143293,0.0
117,4.435226329477283,0.036585574674850734,-0.31620130523539636,0.20512323142320557,0.0
132,4.363677638965679,0.017978656205858836,-0.15069060100260914,0.09544755777000323,0.0
142,4.112465358882624,0.009528624953319272,0.2892970830104974,0.4827543828089662,0.0
204,3.936790506769249,0.012682881481958317,-0.5879321611784102,0.3333266371535966,0.0
183,3.672734156645447,0.005111090824750629,-0.44440595772853975,0.4522579892586523,0.0
156,3.2141125950774514,0.012985656350403591,0.09569967729010204,0.06404166165891888,0.0
181,3.0560376954727078,0.04547459076939925,-0.2837908044846582,0.12836073919973676,0.0
203,3.0437918976720435,-0.014771433457314527,0.8112426436477718,0.3623086380632065,0.0
57,2.7555527380278675,0.013220909192482866,-0.9682939621926758,0.368714774960556,0.0
234,2.4260473146919384,0.008238980885046288,0.5707786251912386,0.427596062021776,0.0
190,2.2321272037447044,-0.027947732337882628,0.03759126797081838,0.06438782809216882,0.0
135,2.049309486654546,0.015554655070566824,1.1181059086391807,0.6697225364360456,0.0
149,1.7638123538381008,0.0114634287186746,1.0224656796364022,0.4700638444885798,0.0
233,1.7189209180853087,-0.02548146670523641,0.12483495048412693,0.08275163801232972,0.0
182,0.895350080621833,-0.004227338536578566,0.10459538207574436,0.09820684645872872,0.0
121,0.8827197320537463,0.0060900349754678925,-0.2804664186019891,0.0958913169827537,0.0
235,0.7453357080992449,0.024871129990388964,-0.6617110630013447,0.22057445145122667,0.0
144,0.717536506906851,-0.023306432368366558,0.7217710508849131,0.32979023537688174,0.0
31,0.6559240457314063,-0.009899188518761622,-1.2241038767514567,0.6492809690389095,0.0
9,0.3871899200984631,-0.0072895990653623725,-0.5246685916145093,0.2590029346958503,0.0
29,0.36116635653618934,0.01772220903727127,0.6275757610386214,0.37375900006269064,0.0
81,0.0742777856967296,0.012621437833279956,-0.5381311685605648,0.25025375824636903,0.0
